#node	EN	LPP	QT
N301	154.0	0.36321965549330987	0.36813402821909674
N302	263.0	1.0	0.917783146727788
N303	255.0	1.0	0.8997462151900432
N304	261.0	1.0	0.9494389582173879
N305	260.0	0.23908415370718653	0.4263915452785345
N306	294.12499999999994	1.0	0.9420631096186791
N307	295.38095238095235	1.0	0.9117939100578909
N308	210.0	1.0	0.8954332489645479
N309	196.0	0.9999999999639407	0.5679083043695142
N310	267.0	1.0	0.6125405587840044
N311	310.0	0.5859564230209146	0.3798326298136619
N312	266.0	0.999999224786037	0.48380921122119636
N313	279.0	1.0	0.6657597875016986
N314	294.0	0.9999999995749733	0.5129206665250752
N315	290.0	1.0	0.5748155025220609
N316	320.0	1.0	0.9542127623008995
N317	321.0	1.0	0.5949185741308444
N318	186.0	0.21596464864768303	0.32707645632610927
N319	368.0	0.9389615486604314	0.38412058270079796
N320	353.0	0.9869605502636463	0.4010251070396688
N321	362.0	0.9989217100935315	0.4195841193711884
N322	287.0	1.0	0.929071202083549
N323	276.0	1.0	0.6115414923571734
N324	216.0	0.9999998990490453	0.5129717619421891
N325	215.0	1.0	0.9600767255707232
N326	295.0	1.0	0.8834238658093206
N327	286.0	1.0	0.7325525804447199
N328	256.0	1.0	0.6723123985137679
N329	313.0	0.9899659648912303	0.4084980603818575
N330	184.0	1.0	0.6940739074413979
N331	363.99999999987887	0.7265498059385722	0.3643870974807637
N332	378.99999999987625	0.9681995575956953	0.3900331882673067
N333	4.0	0.8405797101449276	0.75
N334	137.0	1.0	0.9231953761588915
N335	150.0	0.9999999999999991	0.6574748476421274
N336	160.0	1.0	0.6620909246015464
N337	173.0	1.0	0.9793590911379018
N338	169.0	0.17180815870793884	0.33273766182388403
N339	151.0	0.6664398504397907	0.43552635287708497
N340	141.0	0.9889834755847586	0.4431353631820693
N341	136.0	1.0	0.9480678835362281
N342	107.0	0.9999999977737257	0.6219056624733615
N343	76.0	0.9996148269876096	0.5441074755734796
N344	80.0	0.9966986465667514	0.500913425120882
N345	163.0	1.0	0.9511289061499649
N346	151.0	1.0	0.7886208214915851
N347	74.0	1.0	0.885138400666597
N348	158.0	1.0	0.9132101738620966
N349	161.0	0.9999974434549942	0.5185605955497776
N350	71.0	1.0	0.8648086336706462
N351	120.0	1.0	0.8797615509345494
N352	134.0	0.31733409841916993	0.3597228645124602
N353	136.0	0.9999999999999919	0.6635423453807396
N354	137.0	1.0	0.828252920898024
N355	145.0	1.0	0.8938521451691819
N356	147.0	1.0	0.768235153564634
N357	145.0	1.0	0.7193082804241674
N358	169.0	0.7618320095504192	0.4041749262452857
N359	118.0	0.9999999999829056	0.6410138871650246
N360	168.0	1.0	0.8835023748514923
N361	172.0	0.9640801728148677	0.43508841875211673
N362	76.0	0.999999999999997	0.7804601852262912
N363	139.0	1.0	0.897476715388209
N364	149.0	0.9999999999999998	0.6675748633273376
N365	166.0	1.0	0.78260683470202
N366	190.0	0.995346472992287	0.4375666342332571
N367	221.0	0.7329183824032823	0.3717116014006547
N368	227.0	0.7702468581503616	0.37684872781442397
N369	168.0	0.9554975580493191	0.41379789172267356
N370	171.0	0.5662793023725196	0.3599636781589414
N371	128.0	1.0	0.8147277029474578
N372	122.0	1.0	0.7487848170710183
N373	187.0	0.9999817691760359	0.4901395569076054
N374	173.0	1.0	0.9039050573711561
N375	156.0	0.9720997798521984	0.4449890883019347
N376	53.41439400277714	0.896732959467433	0.4524252516083988
N377	102.0	1.0	0.9422129276012816
N378	124.0	0.9995618233105235	0.49525425343298923
N379	113.0	0.999999983128994	0.5976500310790933
N380	153.0	0.6209282540383333	0.3739458378510868
N381	159.0	1.0	0.7357336454483957
N382	149.0	0.6114948198002516	0.3665276004950516
N383	93.0	1.0	0.7729026876498237
N384	151.9999999503646	0.9338526815327389	0.4147035001256789
N385	124.0	1.0	0.8887921159231437
N386	153.0	0.49146492887346566	0.35334028231019654
N387	117.0	1.0	0.9829059829059829
N388	155.0	1.0	0.9725012618748209
N389	109.0	0.9999999999995959	0.6788990825688074
N390	142.0	1.0	0.8650510805965912
N391	156.0	0.6622546061419574	0.3709365343549651
N392	49.25	0.9999956083249626	0.6652171654192658
N393	69.47485267359221	0.7070037889186467	0.4215207929568101
N394	151.0	1.0	0.909527773127379
N395	160.0	0.9999997959797181	0.5376460701076733
N396	103.0	1.0	0.9806206573076792
N397	9.0	0.9985789687373122	0.8888888888888888
N398	125.99989973932225	1.0	0.9920634857482516
N399	40.0	0.9999999999999997	0.95
N400	43.0	0.9998493342312263	0.627906976744186
N401	101.0	1.0	0.8181522156965775
N402	138.0	0.998652313543595	0.47567677535849084
N403	39.99714269477941	0.9999991083176086	0.7249836214930966
N404	138.0	0.8747626301318397	0.4220728950767125
N405	148.0	0.9735128265541555	0.42776945137673633
N406	197.0	0.3992684785002846	0.34110802291065645
N407	129.83333333333331	1.0	0.9182101595452046
N408	113.0	1.0	0.9286085125737852
N409	103.0	0.9999999999999994	0.7288181549854853
N410	156.0	0.019833629649133315	0.40634645948999637
N411	134.0	0.9943465316745571	0.45669339888933896
N412	205.0	0.5497158343439253	0.36473713454620116
N413	265.0	1.0	0.9737285684683323
N414	272.0	1.0	0.9717942126275586
N415	253.0	1.0	0.9377679997361813
N416	262.0	1.0	0.9068355320159046
N417	172.9989934734617	1.0	0.8207940949774413
N418	287.6660904627767	0.8440930490248227	0.4093031134910333
N419	190.0	1.0	0.9500120982005494
N420	263.0	1.0	0.9604143257436815
N421	320.0	1.0	0.5621641330416185
N422	312.0	0.9055877215390741	0.3828103760833814
N423	264.0	1.0	0.9949618408115098
N424	256.0	1.0	0.9190585070250372
N425	254.0	1.0	0.6994795082307398
N426	266.0	1.0	0.6767302057025519
N427	263.0	1.0	0.9321083739038013
N428	219.0	0.9999999999999444	0.586950890228913
N429	267.0	1.0	0.800485158194835
N430	306.0	1.0	0.7261706090664091
N431	327.0	0.020794081891658996	0.4375170021105958
N432	184.0	0.5602685047537556	0.36923818222018173
N433	354.0	1.0	0.8306716834312771
N434	330.0	0.9860599546439428	0.4254199925668438
N435	317.0	0.9999837647503752	0.45553711835893584
N436	312.0	0.9999935683017429	0.4602592483643521
N437	347.0	1.0	0.7614911586665798
N438	364.0	0.4565382191334785	0.35339397133307016
N439	293.0	1.0	0.7338552355556458
N440	280.0	1.0	0.9857121411016487
N441	229.0	1.0	0.9527134851614979
N442	274.0	1.0	0.8783788171025336
N443	284.0	1.0	0.9698063358505082
N444	298.0	1.0	0.6119938353392388
N445	259.0	0.9999290646270377	0.45689617299651836
N446	223.0	0.9684716706561461	0.41187208478721354
N447	175.0	1.0	0.9918049110229401
N448	179.0	0.9999999999807548	0.581820474335675
N449	325.0	1.0	0.6157088134065476
N450	220.0	0.35894669080838854	0.33734466191167506
N451	234.0	0.3823162631291918	0.3741410664206265
N452	355.0	0.9991021984560803	0.4252804677329908
N453	138.99985484105093	1.0	0.8864541111683711
N454	134.0	0.999999999999595	0.644062990355958
N455	157.0	0.9999999976403195	0.5717026823224542
N456	156.0	1.0	0.6634233529418775
N457	160.0	1.0	0.6882681807853049
N458	132.0	1.0	0.7335518944473405
N459	145.0	0.9999997867045604	0.5490060103072266
N460	137.0	0.6443682016760011	0.3714791838246996
N461	114.0	1.0	0.9195340023585196
N462	93.0	0.734723362742118	0.4021108794808057
N463	74.0	0.9999999999999991	0.7951162210536594
N464	103.0	1.0	0.8647358507499734
N465	84.0	0.9986097884711624	0.5119224581066921
N466	149.0	0.999984744349081	0.5105736940445994
N467	147.0	1.0	0.692614122432052
N468	145.0	0.7065259070227214	0.3774101483361336
N469	43.666666666666664	0.8119736225735082	0.4468189453075195
N470	112.0	1.0	0.7865603307074208
N471	184.0	1.0	0.6922977532545928
N472	191.0	0.6190001930582185	0.36761224799866665
N473	134.0	1.0	0.9892970667523507
N474	139.0	0.9999994798775729	0.5516371696204301
N475	139.0	1.0	0.8294689251577235
N476	148.0	0.992357301074803	0.4474376242887292
N477	140.0	1.0	0.960750760370845
N478	157.0	1.0	0.8096553752172095
N479	154.0	0.4923015120303118	0.3820463127443844
N480	112.0	1.0	0.9156547887343807
N481	128.0	1.0	0.9378452955793875
N482	157.0	1.0	0.7705705381908869
N483	152.0	1.0	0.7896732293944528
N484	159.0	0.8230426419405517	0.4404944430758767
N485	101.0	1.0	0.7814995031304572
N486	125.0	1.0	0.88357603021959
N487	169.0	1.0	0.74243555962
N488	147.0	1.0	0.8549526781600648
N489	172.0	0.9698579929859399	0.41961007155874713
N490	204.0	0.389254390918547	0.3608594925413302
N491	224.0	0.9696105458949151	0.41081814323843846
N492	214.0	1.0	0.8599003950004737
N493	204.0	0.9994449768337658	0.45540350763329174
N494	200.0	0.5538521367312366	0.3704059491247089
N495	198.0	0.9999673721018537	0.4842632679431053
N496	149.0	0.9999230697315896	0.49748160256724167
N497	155.0	1.0	0.7893847171992748
N498	153.0	0.9999967541416815	0.5209373712163015
N499	142.0	0.5911438253734286	0.36867982379295156
N500	146.0	1.0	0.8704632676617134
N501	172.0	0.9999999953175835	0.5584025458716613
N502	193.0	0.9063949133868754	0.415994459732073
N503	161.0	1.0	0.8622497331415804
N504	127.0	1.0	0.8548771139444417
N505	163.0	0.9593535913708506	0.41899457122447376
N506	52.162350577238286	0.5416403159460775	0.41533282097413476
N507	127.0	0.9999999653763013	0.578087899296983
N508	119.0	0.9295440288883966	0.4240695721791662
N509	104.99989154013015	1.0	0.9429248690967353
N510	119.0	0.9999964199486452	0.5487725366172798
N511	154.0	0.9999908019799816	0.5151765034450365
N512	124.0	0.9830307158638177	0.44637224551957333
N513	112.0	0.7271275387078089	0.38632498630564305
N514	155.0	0.9709906310401879	0.4241005041151425
N515	133.0	0.9999943999550932	0.5299487247857305
N516	132.0	0.9999999514069462	0.569655084808542
N517	164.9999999480115	1.0	0.7429757597082894
N518	227.99999993383284	0.6306630691555558	0.3648650060520907
N519	122.0	1.0	0.9714019376900607
N520	114.0	1.0	0.9815256917133852
N521	188.99998943520472	0.999972104120136	0.48536223142560614
N522	106.0	0.6719705325981794	0.3826010517161078
N523	131.0	1.0	0.9541984732824428
N524	61.998647642838954	0.9999999998741393	0.7419318640663679
N525	123.0	1.0	0.9423992670835883
N526	104.0	1.0	0.9240717895879251
N527	147.0	1.0	0.9471209466576763
N528	29.665702396710053	0.9838988354810374	0.5689705218329102
N529	74.22934175619775	0.9999999618935206	0.6555841400186969
N530	142.0	1.0	0.9507042253521126
N531	129.25	1.0	0.9472833770371989
N532	153.0	1.0	0.9869281045751634
N533	157.0	1.0	0.9244382565534373
N534	30.0	0.9999973007132836	0.7666666666666667
N535	108.0	1.0	0.9907407407407407
N536	115.0	1.0	0.9174767685808989
N537	140.0	0.8888520393578572	0.4048509635091311
N538	148.0	0.8014827630200031	0.41080265957748946
N539	135.0	1.0	0.9169224522927595
N540	135.0	1.0	0.8702611165202224
N541	143.99989615784008	1.0	0.9791077356350181
N542	144.0	1.0	0.9930555555555558
N543	172.0	0.979208505269305	0.4278880711161117
N544	225.0	0.7305771984995408	0.37631832927672654
N545	69.5	0.999999449839647	0.6402877697841727
N546	64.6	0.9872129795396274	0.4992260061919505
N547	85.0	0.9999999749800995	0.6351194525129763
N548	142.0	1.0	0.9070997965946711
N549	132.0	0.9965117639354228	0.47245272260185667
N550	92.0	0.9999842852155588	0.5594608098037643
N551	180.0	0.5612688201455274	0.3657513982019498
N552	211.99999998064763	0.7630036702020754	0.3756030983020392
N553	263.0	1.0	0.9885931558935361
N554	217.99768772634502	0.9999999999992544	0.5733806552549067
N555	261.8868425654775	1.0	0.9974457670936326
N556	295.0	1.0	0.9645082154012521
N557	294.0	1.0	0.9546896811599168
N558	282.0	1.0	0.702042226464501
N559	271.0	0.9999999270586	0.49535609528612906
N560	267.0	1.0	0.7815681666867605
N561	305.0	0.7569255855247519	0.4127188609782425
N562	14.5	0.9980886221157633	0.7586206896551724
N563	211.75	1.0	0.877051347477297
N564	182.0	1.0	0.8823017796736997
N565	233.9998625807338	1.0	0.9453848153110986
N566	232.0	1.0	0.9626563941684161
N567	225.0	0.8957052757180406	0.38991755715310356
N568	268.0	1.0	1.0
N569	221.0	1.0	0.9646045370259764
N570	271.0	1.0	0.8352187868782561
N571	125.0	0.9999999999999851	0.6747521286648844
N572	303.0	1.0	0.9787066459061587
N573	309.0	1.0	0.8859667229403326
N574	308.0	0.9999999999995051	0.5373582297965622
N575	246.0	0.803659490150322	0.3761542237642133
N576	180.0	0.8295661431391337	0.40424117786969804
N577	337.0	1.0	0.8266470337106394
N578	329.0	0.9995294052222526	0.43695530021572293
N579	275.0	0.999227490682572	0.4464208665763506
N580	255.0	0.9350311044000438	0.3945755184201995
N581	289.0	0.9999455403377022	0.45143110287535215
N582	249.0	0.9998395646767286	0.4526627542966065
N583	265.0	0.9741790286949426	0.41408082998900025
N584	324.0	1.0	0.8206863361012249
N585	317.0	1.0	0.7083496943650269
N586	372.0	0.9994044011823895	0.4230172515930723
N587	377.9999999750243	0.5596477025227232	0.35067175794634553
N588	178.9996821074236	1.0	0.9832401936993408
N589	271.0	1.0	0.9459452992659338
N590	274.22222222222234	0.99999983683554	0.4903954781553233
N591	265.4583333333333	1.0	0.7150747088888854
N592	313.0	1.0	0.9916487547394478
N593	305.0	1.0	0.8974376829505705
N594	186.0	1.0	0.7798098598495413
N595	214.0	1.0	0.977685632125778
N596	170.0	1.0	0.9215835638177617
N597	168.0	1.0	0.9763110452765628
N598	289.0	1.0	0.7900107462362332
N599	327.0	0.551649106726556	0.3566626316865442
N600	262.0	1.0	0.6584085967001294
N601	261.0	0.9999999943751026	0.51446541072709
N602	227.0	0.4127583811612848	0.3424771296128469
N603	181.0	1.0	0.9005047926699781
N604	227.0	0.9663832416501654	0.4123606827399877
N605	231.0	0.9999999999186264	0.5446143588332186
N606	356.99999999906544	0.42893685347592403	0.3554978313118934
N607	68.0	0.7986978481443501	0.41558867730387306
N608	134.0	0.4985167837439598	0.35632499401709855
N609	134.0	1.0	0.8573337749209399
N610	148.0	1.0	0.9797410089084398
N611	139.0	0.9770781139803	0.45010702086045157
N612	137.0	1.0	0.8494183423070756
N613	147.0	0.9999999999432894	0.6016897449685032
