#node	EN	LPP	QT
N1479	97.70630517323778	0.7363462395476716	0.3983297180616569
N1480	91.05370466224778	0.4030182584272322	0.3467381480610857
N1481	109.0	1.0	0.9850597960676484
N1482	100.0	1.0	0.8397259835445832
N1483	83.0	1.0	0.8449233394983195
N1484	110.0	0.9999999997267552	0.6327474806923402
N1485	69.0	1.0	0.826252833811363
N1486	135.0	1.0	0.832169229439553
N1487	107.0	1.0	0.9532710280373832
N1488	106.0	1.0	0.8898558706280154
N1489	149.0	0.9495976628663401	0.427555542899165
N1490	119.0	1.0	0.9747899159663865
N1491	185.0	0.9999999995845279	0.5613353490595562
N1492	173.0	0.6034161923830081	0.37026369094320055
N1493	19.995929868764435	0.9999996648216056	0.9000013635238969
N1494	113.0	1.0	0.978354162870791
N1495	122.0	0.9999999775727544	0.5853668245140153
N1496	77.0	1.0	0.8157549073571385
N1497	97.0	1.0	0.9346998571450646
N1498	114.0	1.0	0.9727031566389879
N1499	28.998781577713654	0.9999601901720745	0.7241260697057642
N1500	141.0	1.0	0.803733261984211
N1501	147.0	0.24927760861775855	0.3585919032808923
N1502	28.0	0.40938141848816584	0.35714285714285715
N1503	104.0	0.9884966424420569	0.46077341698230023
N1504	129.0	0.8444801712541351	0.4252111039351422
N1505	41.0	0.9971487930314397	0.5853658536585366
N1506	37.99889403492409	0.678409313821218	0.4210475689298808
N1507	109.0	1.0	0.9772120277793425
N1508	108.0	1.0	0.7344256410710509
N1509	118.0	1.0	0.8379657229765829
N1510	119.0	1.0	0.7212431438835998
N1511	101.0	1.0	0.8560603587829446
N1512	135.0	0.9333839686447355	0.41606984777979217
N1513	185.0	0.9998656853644506	0.4761234510939056
N1514	160.99999968002894	0.9999999999661496	0.592539344559904
N1515	237.0	1.0	0.6788179918080129
N1516	97.5	0.9999991644623335	0.582772460572719
N1517	308.0	1.0	0.9188194624282122
N1518	310.0	0.9918746114052597	0.44455077766773016
N1519	314.0	1.0	0.876615571606921
N1520	315.0	1.0	0.6210232621589109
N1521	306.0	1.0	0.9774365452179637
N1522	299.0	1.0	0.873112992774264
N1523	314.0	1.0	0.9519553740273594
N1524	135.0	1.0	0.9481481481481482
N1525	325.0	1.0	0.9771988153725447
N1526	322.0	0.9999999413715117	0.4950570906592336
N1527	317.0	1.0	0.9743005059881171
N1528	320.0	0.9380209919063479	0.3897532509265659
N1529	296.0	1.0	0.9174615414374157
N1530	133.0	0.9999999998832261	0.6115934711446674
N1531	317.0	0.3789026744487277	0.3557813401808515
N1532	339.0	1.0	0.7856889179783454
N1533	244.0	0.9893299072371187	0.4177907404390948
N1534	311.0	0.7951319502804199	0.376388960131893
N1535	305.0	1.0	0.985219138991798
N1536	148.0	0.9999999996660505	0.5900795839194989
N1537	148.0	0.9999681347459255	0.5083051218561381
N1538	196.0	0.9835499910223309	0.42134634389467773
N1539	321.0	1.0	0.8904887882303739
N1540	316.0	0.9984040110295879	0.4269773812569524
N1541	318.0	0.9999999999999161	0.5394790745852995
N1542	319.0	1.0	0.6255295801948331
N1543	342.0	0.9999999999999998	0.5520314616393429
N1544	266.0	1.0	0.7613393113285516
N1545	304.0	0.9999749483566222	0.4533273566658264
N1546	296.9999501935338	1.0	0.8413303737990687
N1547	275.0	1.0	0.5938770804484765
N1548	294.0	0.9083508430041454	0.40556216372815407
N1549	290.0	1.0	0.8018020881917025
N1550	317.0	1.0	0.658512198393238
N1551	316.0	0.9999999999999378	0.5413779230510332
N1552	297.0	0.999999999842868	0.5171246246808049
N1553	278.0	1.0	0.8369836214490627
N1554	292.0	1.0	0.844215778090239
N1555	332.0	0.9240730905810124	0.39190930592125095
N1556	355.0	0.7227548044602615	0.3629209770463525
N1557	231.0	1.0	0.9023753727621802
N1558	238.0	0.9999999972910107	0.5274280771295137
N1559	282.0	0.9611558741257972	0.4052602744598745
N1560	274.0	1.0	0.9370580133751951
N1561	292.0	0.9918579593574163	0.45155266728936166
N1562	283.0	1.0	0.6139962226377004
N1563	293.0	1.0	0.9248802431152036
N1564	327.0	1.0	0.979959165832031
N1565	336.0	0.9999999999999982	0.5474353913450658
N1566	313.0	0.9999782667688366	0.45323555706174157
N1567	267.0	1.0	0.6708314017294154
N1568	265.0	1.0	0.8703148222233528
N1569	301.0	1.0	0.669593897992162
N1570	308.0	1.0	0.8114783414823491
N1571	288.0	1.0	0.5978018484465202
N1572	305.0	1.0	0.7057059756128171
N1573	342.0	0.9940563143612515	0.40890442670529664
N1574	353.0	0.6441787386438362	0.3648998167555354
N1575	299.0	0.9999999990513866	0.5082342531457847
N1576	360.99999994325754	0.993805505235803	0.41074228610726055
N1577	329.0	1.0	0.7373571670728971
N1578	329.0	0.9512233380158677	0.40043771694474856
N1579	364.0	0.999999605201325	0.47077594996578864
N1580	370.0	8.646084545220362e-09	0.39584224412245095
N1581	306.99987682706524	1.0	0.781499293278381
N1582	300.785677912158	1.0	0.9071631508419229
N1583	313.4999363462763	0.9999999999997706	0.5388930478399674
N1584	154.99890743288609	0.8401338950040353	0.40645330108787503
N1585	159.0	1.0	0.9749182100692039
N1586	163.20000000000002	1.0	0.9767178711791401
N1587	165.50000000000003	1.0	0.8248178941069982
N1588	160.54796903559253	0.9995319565289146	0.47319139794560583
N1589	166.01071196061105	0.9818581944871033	0.4278881972144548
N1590	263.0	1.0	0.8807477204945754
N1591	289.0	1.0	0.9751041089509184
N1592	286.0	1.0	0.8923159490852084
N1593	189.0	1.0	0.7886725109558246
N1594	234.0	1.0	0.8483875537049081
N1595	274.0	0.438209883084784	0.3648800366605293
N1596	253.0	0.9924321965424897	0.4276325143235153
N1597	99.0	0.9999999999995116	0.696969696969697
N1598	250.0	1.0	0.9688062623885675
N1599	228.0	1.0	0.9222578434820284
N1600	51.49904123985431	0.9952976596424239	0.5440724847605573
N1601	184.0	0.7587466235073511	0.4004308309342216
N1602	344.0	0.999999986328546	0.4876743423063904
N1603	334.0	0.9999999999939712	0.5186586417648631
N1604	224.0	1.0	0.890060222354226
N1605	186.0	0.9999999871062547	0.5405555311353363
N1606	226.0	0.9480265687380067	0.407107032326727
N1607	255.0	0.8885984841544705	0.3854314300090931
N1608	107.0	1.0	0.766353865500407
N1609	206.0	1.0	0.7143269413001161
N1610	314.0	0.9999990693918248	0.47062399758187334
N1611	355.0	0.9976386700596508	0.41466420961373057
N1612	143.0	1.0	0.9720332657501468
N1613	137.0	0.9889088813793421	0.45122092467104186
N1614	305.0	0.6782491434998531	0.374652023700326
N1615	314.0	1.0	0.8340312817134113
N1616	155.0	1.0	0.8639920041586089
N1617	277.0	1.0	0.9414838110803118
N1618	277.0	1.0	0.7836540544328513
N1619	287.0	0.9999999999916337	0.5322085470855835
N1620	275.0	0.9406828646832982	0.39299552150103867
N1621	319.0	1.0	0.7619307388491376
N1622	330.0	0.9999993039131656	0.4688948589884958
N1623	192.99911104244606	0.9787535370891002	0.4190909140360522
N1624	80.0	0.7888450441625704	0.40675040929734846
N1625	200.15466575091568	0.9999784864829251	0.4881213619918687
N1626	215.0	1.0	0.6978716778694414
N1627	258.0	1.0	0.8665576147466278
N1628	119.0	1.0	0.7504735569173383
N1629	143.0	0.9330838991386761	0.42274771179190956
N1630	259.0	0.9999999995195584	0.5251640090886304
N1631	286.0	1.0	0.5839468714890671
N1632	313.0	0.9998526220736891	0.4406417098775902
N1633	242.0	0.3281033242973373	0.3595216257877776
N1634	292.0	1.0	0.9398637766866182
N1635	310.0	0.8247867724963381	0.3958746499206314
N1636	303.0	0.999988547169372	0.4583252069655368
N1637	204.0	0.6792754960101822	0.3678360496393283
N1638	282.99988358204985	0.9999999964311864	0.5071771746395766
N1639	299.0	1.0	0.8359036795612326
N1640	242.0	1.0	0.6139042306160735
N1641	370.0	0.8259763240584557	0.3718708670646818
N1642	146.0	1.0	0.9204221869184472
N1643	151.0	0.9989962135171038	0.4707502137118768
N1644	149.0	0.6300796902801032	0.3705274164096019
N1645	157.0	1.0	0.6592062307383518
N1646	149.0	0.9998118941157875	0.48691642897887105
N1647	98.0	1.0	0.7627235204555296
N1648	121.0	0.9999999999999782	0.6784982724060257
N1649	124.0	0.9999999929123788	0.5930143228770154
N1650	151.0	0.9999999999999977	0.6530667373694882
N1651	152.0	1.0	0.9884689230044955
N1652	153.0	1.0	0.864676114084381
N1653	166.0	1.0	0.9358952138449615
N1654	15.975041257465204	0.529410905414945	0.4089471642654986
N1655	17.33482831158407	0.3866063670878971	0.3554193365154164
N1656	16.99986263736264	0.9849778598082733	0.6470559716869075
N1657	134.99910637910367	0.9992468304018998	0.48149100988805704
N1658	144.74987767722385	0.9947907801087967	0.469967128940189
N1659	158.0	1.0	0.9697849185513038
N1660	206.0	1.0	0.766214069422658
N1661	171.0	1.0	0.9328855506362579
N1662	120.0	0.8471507845011221	0.4064371958036685
N1663	199.0	1.0	0.9452206731150684
N1664	151.0	0.9996391289872775	0.4791288332938589
N1665	151.0	0.9999999999998979	0.63357104775154
N1666	180.0	1.0	0.9132776049397169
N1667	189.0	1.0	0.7839884242906641
N1668	177.0	1.0	0.8808914049312192
N1669	176.0	1.0	0.946966920438273
N1670	192.0	1.0	0.7105142925431797
N1671	205.0	0.9884536443824242	0.4309176311802685
N1672	200.0	1.0	0.6785766806115089
N1673	18.33020656248976	0.9909446434671911	0.6545313777444007
N1674	42.99986105321662	0.8184356469610636	0.44186189291369116
N1675	49.03787878787878	0.8603442843849011	0.457902054688707
N1676	70.0	0.6305756729572932	0.39285714285714285
N1677	38.17857142857143	0.999999876013489	0.7619270346117867
N1678	22.998519139227515	0.9999999837719706	0.9130365924657866
N1679	25.997096850461478	0.9107845088545249	0.5384505319743667
N1680	25.0	0.9967208221363872	0.64
N1681	140.0	1.0	1.0
N1682	113.99954055828232	1.0	0.9247608905593784
N1683	120.0	1.0	0.9916666666666667
N1684	122.99989617940199	1.0	0.9837398236736485
N1685	58.050000000000004	0.9999999999998278	0.8105424441970556
N1686	83.0	0.4855503119370475	0.3597352232999418
N1687	94.0	1.0	0.9146569820363208
N1688	143.0	0.9836039073861211	0.43746987258409126
N1689	92.0	0.796208071229715	0.4026471602171073
N1690	129.0	1.0	0.9895207142315228
N1691	151.0	1.0	0.6724492956905979
N1692	31.330519540796974	0.6131407611438067	0.44681264161967765
N1693	118.0	1.0	0.9150009736608671
N1694	116.0	1.0	0.9484968462146968
N1695	103.0	0.9999985345456232	0.5711615253825623
N1696	133.0	1.0	0.7188475122862369
N1697	115.0	1.0	1.0
N1698	160.0	0.9999999999999193	0.6259561130272226
N1699	165.0	0.998642358491638	0.4603410979446675
N1700	29.995226477320365	0.9820629607431365	0.5799926405024328
N1701	86.0	1.0	0.9545162578617923
N1702	141.0	1.0	0.9929410999223035
N1703	105.0	1.0	0.9175656893522207
N1704	104.0	0.7588157112136854	0.4202793588878949
N1705	71.55	0.99990288014508	0.5670555570090442
N1706	119.0	1.0	0.9908561636287624
N1707	101.0	0.4273278783275715	0.4374249513266278
N1708	41.49989210185585	0.8287570685895018	0.44578429154934335
N1709	47.0	0.9914664929558393	0.5319148936170213
N1710	115.0	1.0	0.9831295955043879
N1711	118.0	1.0	0.9921886668990093
N1712	111.0	0.9999997188117188	0.5766940590576511
N1713	26.0	0.4852436500382787	0.38461538461538464
N1714	86.0	1.0	0.9767441860465116
N1715	122.0	1.0	0.9685210895846038
N1716	118.0	1.0	0.8277263518251178
N1717	117.0	0.8124044208530845	0.4112407567635593
N1718	150.0	0.9999977317226528	0.525909866578086
N1719	0.999558693733451	0.6665454458544623	1.0
N1720	14.665445156655487	0.9617887909247594	0.6363350030922399
N1721	96.49641070139852	0.9959035295931234	0.4853126314310614
N1722	68.0	0.47213659757096244	0.3602941176470588
N1723	85.98857069121823	0.9129127122999747	0.4302538399007011
N1724	70.49345971934797	0.7788450029992953	0.4130061674712204
N1725	123.0	1.0	0.9756145084467066
N1726	90.0	1.0	0.9615151018575148
N1727	91.0	0.9999999999965917	0.6957024824106032
N1728	141.0	1.0	0.9581492032104687
N1729	114.0	1.0	0.729294101817746
N1730	92.0	1.0	0.8703494516136605
N1731	143.0	0.38368066078968294	0.34047064274174776
N1732	141.0	1.0	0.7363342086900557
N1733	50.666666666666664	0.9854674157979472	0.5219073461102374
N1734	154.0	0.9999999999998097	0.6276210484707447
N1735	139.0	0.4556501391487059	0.35420120593232124
N1736	137.0	1.0	0.8554097773416159
N1737	156.0	0.9989574806209043	0.46759906263379325
N1738	27.999999999999996	0.9999233868320461	0.714122935830655
N1739	103.0	1.0	0.9759624004754094
N1740	112.0	1.0	0.7586093552114778
N1741	122.0	0.9577668430320944	0.430909631204819
N1742	130.0	1.0	0.83432457154057
N1743	136.0	0.8039402612574842	0.39113683900689666
N1744	86.0	0.9999999999998006	0.7263063469399109
N1745	97.9989030079036	1.0	0.9627336076409456
N1746	140.0	0.9999999999999643	0.6505759879758022
N1747	137.0	0.9884665993337319	0.4454045001950467
N1748	30.997323474198502	0.9416541926454455	0.5161628673527773
N1749	62.83333333333334	0.9999713597909853	0.5994694960212201
N1750	93.0	0.9996252794841256	0.521504485615638
N1751	108.0	1.0	0.9918647534941125
N1752	88.0	0.9523774339044874	0.44352012682111625
N1753	94.0	1.0	0.8942998632254051
N1754	139.0	1.0	0.9362219572146725
N1755	135.0	0.9999987842781108	0.5415628663012413
N1756	83.0	0.9895654971139325	0.483856513687714
N1757	130.0	0.9999999999999997	0.6895093646904641
N1758	136.0	0.9273408522413265	0.4141177083268574
N1759	137.0	0.6763021511146105	0.37842408995281845
N1760	114.0	0.908153488733054	0.43535486149336844
N1761	94.0	1.848874929966308e-09	0.2267580347907879
N1762	146.0	1.0	0.6754106875041587
N1763	248.0	1.0	0.830100597832249
N1764	192.99946635571678	0.9355828530994471	0.4144533839241161
N1765	282.0	1.0	0.6582832640225376
N1766	309.0	0.9999952134047508	0.46411269361389473
N1767	313.0	0.9999999964242403	0.5014230055512456
N1768	308.0	0.9999999987175611	0.5039787157801817
N1769	313.0	1.0	0.6146620285391724
N1770	304.5833333333335	0.9999997601291016	0.47967581321062025
N1771	305.4666666666668	0.9999984274847038	0.4692832324923263
N1772	288.0	1.0	0.6573620275021689
N1773	286.0	0.9999999999988333	0.5408573158845822
N1774	313.0	1.0	0.7958667792961743
N1775	344.0	1.0	0.7498221351344533
N1776	349.0	0.9999999997367945	0.5009748775325992
N1777	139.0	1.0	0.9955765014629455
N1778	287.0	0.6020660455099677	0.35871925485619244
N1779	320.0	0.9998655672352448	0.4396976702881357
N1780	326.0	1.0	0.6931666225014655
N1781	123.0	0.39408439182967353	0.348224715564105
N1782	127.0	0.45654580715347	0.35588795883494023
N1783	302.0	0.9983117046129935	0.42759498870646867
N1784	284.0	0.9999999999668904	0.5275477409861665
N1785	80.0	0.9998781239212965	0.5504916331013845
N1786	72.0	0.9999980270532952	0.6146118064298923
N1787	81.0	0.9998939144985088	0.551240297056723
N1788	126.0	0.9999997160552669	0.5612631808600976
N1789	313.0	0.9963523932528537	0.4673112675586807
N1790	314.0	0.9999992081438648	0.4716980816922604
N1791	311.0	0.9999999999750565	0.5198254697419565
N1792	332.0	0.9993736166257405	0.43156350818603434
N1793	316.0	0.9098182718800124	0.41056981217310773
N1794	244.0	0.999999999999937	0.5707311413258295
N1795	295.0	0.7187636040897543	0.36677546368267727
N1796	284.0	0.999999960829241	0.49690321168949225
N1797	252.0	0.7239723390644819	0.3839310840409489
N1798	292.0	0.9999743126001706	0.45582291377354106
N1799	242.0	1.0	0.5952691794038694
N1800	324.0	0.9999716963806952	0.4499816722497328
N1801	323.0	0.848214309800735	0.4357052513643355
N1802	193.0	0.9999999983281724	0.5483149112951226
N1803	276.0	0.9908420574392041	0.424046708420322
N1804	300.0	1.0	0.7252041292923301
N1805	310.0	1.0	0.5900356542927438
N1806	272.0	1.0	0.8648050928297647
N1807	290.0	1.0	0.8214482650897743
N1808	310.0	1.0	0.9461581968252649
N1809	307.0	0.9999094753205858	0.4565882003231622
N1810	309.0	0.9999999998859701	0.5148393029765367
N1811	347.0	0.37726476771157585	0.38005264174611025
N1812	240.0	1.0	0.7427278744991158
N1813	299.0	1.0	0.730476114855805
N1814	281.0	1.0	0.7299267652829241
N1815	294.0	0.9999543651509794	0.4920361723578504
N1816	303.0	1.0	0.7492541041475047
N1817	278.0	1.0	0.6046355317857791
N1818	296.0	1.0	0.9963899105794137
N1819	294.0	1.0	0.9708741922334428
N1820	342.0	0.999999999999911	0.5317649078815516
N1821	346.0	0.8151354527645692	0.3894653085324108
N1822	304.0	1.0	0.9752776304840441
N1823	304.0	1.0	0.7493663078369547
N1824	267.0	1.0	0.9546541428819635
N1825	266.0	1.0	0.9225266645863758
N1826	300.0	0.9996860806662385	0.45983468045366077
N1827	307.0	0.9915934757748303	0.42259210720150997
N1828	275.0	1.0	0.9089157599694405
N1829	303.0	1.0	0.9519360291431297
N1830	312.0	1.0	0.8116223025018094
N1831	287.0	1.0	0.7378300394855777
N1832	333.0	1.0	0.6076558451538147
N1833	295.0	1.0	0.6401259821930766
N1834	352.0	0.9999739262898215	0.4445540757277403
N1835	276.0	0.9992208886020946	0.4348562658923574
N1836	249.0	1.0	0.7397156824383357
N1837	365.99999992815435	0.00663539187179703	0.3272134879272466
N1838	356.99999594020665	0.9999999999996134	0.5229312565187275
N1839	317.0	0.9999999980202867	0.4994556046327483
N1840	337.0	0.8617801812024082	0.3778817048403358
N1841	315.0	0.911553917399862	0.3833862821975171
N1842	297.0	1.0	0.5850540322881415
N1843	341.0	1.0	0.5544386719421692
N1844	304.7498947700726	1.0	0.9885737195409015
N1845	300.0	1.0	0.7127297442629098
N1846	291.9986774859159	0.9999999999999978	0.5650676377774442
N1847	309.83246504778026	1.0	0.9864075041303998
N1848	311.2214352649688	1.0	0.9285183402316384
N1849	154.9995701537843	1.0	0.9806512296377425
N1850	154.99221982612787	1.0	0.6741154192868141
N1851	155.12464506615493	0.8601932623954208	0.39588169689420416
N1852	163.73530089836697	0.7851975409250027	0.38441885224937183
N1853	232.0	1.0	0.685334961917221
N1854	239.0	1.0	0.8825138057592117
N1855	220.0	0.9950399576447844	0.4296724136749034
N1856	240.0	1.0	0.9044356698033449
N1857	237.0	0.9999949931804256	0.48814368490308
N1858	249.0	1.0	0.7238222969147655
N1859	130.0	0.9987221416253489	0.5104477670477967
N1860	46.99681258911068	0.9999999999999971	0.893842365415936
N1861	137.0	0.5341929194235262	0.3813622280313673
N1862	209.0	0.999974285988088	0.47856624737220194
N1863	345.0	0.9999999999643003	0.5094540107932833
N1864	327.0	0.9999015665402464	0.4404550245611251
N1865	358.0	1.0	0.5982437537209799
N1866	175.0	0.812688115768824	0.4180002486898723
N1867	207.0	1.0	0.9933221859093172
N1868	169.0	1.0	0.8724860039489608
N1869	217.0	1.0	0.952491923473732
N1870	154.0	0.7673118357293695	0.3837302846683627
N1871	241.0	1.0	0.6242629422853471
N1872	47.0	0.9999999999999929	0.8867490505556876
N1873	227.0	1.0	0.9505224536636309
N1874	221.0	1.0	0.8124840986400218
N1875	288.0	0.9990583884395929	0.43332574723782386
N1876	315.0	0.9999999998002648	0.5099522612676598
N1877	333.0	0.9425390945868332	0.38936319065395786
N1878	19.0	0.9999999529652609	0.9473684210526315
N1879	120.0	0.9879184722553357	0.45106303597825864
N1880	114.63333333333333	0.8478206718051631	0.40350949085702
N1881	280.0	1.0	0.9982142857142857
N1882	274.0	1.0	0.733315995862361
N1883	287.0	1.0	0.9306482783239188
N1884	274.0	1.0	0.8743670962609208
N1885	291.0	1.0	0.9382860836918827
N1886	289.0	0.9999999999957884	0.5357928803000196
N1887	257.0	1.0	0.6905388433411768
N1888	327.0	1.0	0.5963421451334685
N1889	297.0	0.9789282384127684	0.4198354205448721
N1890	209.9983844938585	0.33397938317798376	0.3718815322567424
N1891	204.52070887196084	0.974168145428371	0.4228205042332534
N1892	160.0	0.9999999995219675	0.5783339449102217
N1893	95.0	0.9999998960754736	0.6081940837670641
N1894	196.0	0.9995777516079766	0.4658223199827804
N1895	296.0	1.0	0.9277488586076232
N1896	329.0	0.8807864739227039	0.3950913733900574
N1897	302.0	1.0	0.8545064221256958
N1898	306.0	0.5249015939302795	0.3507729111830561
N1899	297.0	1.0	0.8998318805747941
N1900	278.0	1.0	0.8260863992121241
N1901	284.0	1.0	0.9806046242774102
N1902	323.0	0.9598642326079562	0.40371096560419073
N1903	358.0	0.7259958914559299	0.3638509984212962
N1904	257.0	0.9999999999999877	0.5709635943595964
N1905	265.0	0.9999999999999991	0.5770567771002312
N1906	203.0	0.706013406121451	0.4376751470307122
N1907	315.0	1.0	0.9097326209478658
N1908	308.0	1.0	0.7933435260470992
N1909	307.0	1.0	0.949529618048545
N1910	232.0	1.0	0.9900085759355983
N1911	231.0	0.9999999888469423	0.5245710360297619
N1912	333.0	0.8936479960159434	0.3942621087540142
N1913	357.0	0.9979350619118604	0.42100271809797435
N1914	128.0	0.9798608831744999	0.46879612176822383
N1915	156.0	1.0	0.953167173332972
N1916	145.0	0.5145269181629635	0.35696789576330107
N1917	146.00000000000003	1.0	0.9932879155176897
N1918	137.0	1.0	0.9416437209955599
N1919	158.0	0.5195249775220842	0.356075686742196
N1920	100.0	1.0	0.8883477814401176
N1921	107.0	1.0	0.8082754101710176
N1922	133.0	1.0	0.9497388476790221
N1923	117.0	1.0	0.8343508648515199
N1924	151.0	0.9999999999999989	0.6566225334852436
N1925	174.35000000000002	1.0	0.8957272672301339
N1926	175.27678571428572	1.0	0.869088579612786
N1927	13.2278632055401	0.40757642118231	0.36787130367105697
N1928	15.188318406734442	0.4753961500441285	0.40170237371056433
N1929	15.532006312843544	0.6835889909187547	0.46676757620927184
N1930	105.99877373657746	1.0	0.7971796030866576
N1931	113.99815749212547	0.9389379667848783	0.42541962729946753
N1932	178.0	0.9999999945799776	0.5503781315449447
N1933	192.0	0.5151430948995331	0.37413948636964234
N1934	209.0	0.9999864007527194	0.4858180954102487
N1935	217.0	0.4792840839552916	0.3551580411164978
N1936	226.0	0.5182760868258912	0.35228477525562163
N1937	174.0	0.999999999612766	0.5688212470559226
N1938	181.0	0.9999999999992325	0.600867758947123
N1939	182.0	1.0	0.8905205929620986
N1940	177.0	1.0	0.8487335380082396
N1941	179.0	0.8813824599560194	0.39906285850756673
N1942	193.0	1.0	0.9253720604801
N1943	202.0	1.0	0.8534619258619917
N1944	196.0	1.0	0.727322203533114
N1945	199.0	1.0	0.9017747137994222
N1946	198.0	1.0	0.9643649076511126
N1947	7.9978810174071455	0.9961446824383343	0.8750036818260922
N1948	47.537895161950985	0.6805364430424012	0.40722100645244347
N1949	73.99729618384453	0.4736228210130638	0.36485929945126866
N1950	22.005293021904844	0.6998293955098629	0.44684695105642225
N1951	20.17815426843337	0.3989079782759751	0.359880538896802
N1952	16.997289090060388	0.6838547231082852	0.4705795908183638
N1953	53.99959156169938	0.9816673768416252	0.5000009785558225
N1954	28.899455767813848	0.46344929799577517	0.3806190763004897
N1955	36.874193031283845	0.9141079517193266	0.49418983577496994
N1956	83.0	1.0	0.9646963401418231
N1957	62.0	0.9193400860630995	0.4520281697105461
N1958	156.0	1.0	0.9856110010706749
N1959	22.997087479218134	0.9764555169387791	0.5869348358719099
N1960	51.49999999999999	0.9999999999927704	0.805835407753437
N1961	87.0	1.0	0.9661622965259549
N1962	108.0	0.9997573814287023	0.5181872216678074
N1963	108.0	0.9995404287270483	0.5038536344342743
N1964	23.400000000000002	0.629746038068508	0.4444444444444445
N1965	125.0	1.0	0.898626516750284
N1966	120.0	0.9999999999967089	0.6489230077639706
N1967	123.0	0.9958169759629358	0.46492733222712096
N1968	159.0	0.9958875574639819	0.45161434623599767
N1969	14.49646975227229	0.9987723716653785	0.775859536497607
N1970	39.0	0.9999999927164606	0.7948717948717948
N1971	107.0	1.0	0.9813084112149533
N1972	128.0	0.999999456040008	0.554060265453915
N1973	40.83179815950228	0.527644104615481	0.3857853005097329
N1974	48.5	0.6129553735643195	0.3953497485259035
N1975	109.0	1.0	0.8429944021248217
N1976	34.99843834340072	0.9999918335264919	0.7142884228886806
N1977	42.99819014437529	0.4955867752830979	0.3720956994664002
N1978	111.0	1.0	0.9629836873303745
N1979	119.0	0.9999999999998019	0.6677976064725
N1980	40.0	0.9999999751253167	0.775
N1981	99.0	1.0	0.9835865090888274
N1982	125.0	1.0	0.9967340157940917
N1983	95.0	1.0	0.8452315891499018
N1984	90.0	0.9976598633814693	0.4974242766816767
N1985	127.0	0.9999996092572103	0.5590200048138702
N1986	138.0	0.9999852618255852	0.5241202580992492
N1987	6.4989343185293365	0.8014464480196744	0.615451490286466
N1988	86.82702573085587	0.8715507568999113	0.42609261624211026
N1989	65.99815131597663	0.6309109898877531	0.3939388550026898
N1990	51.99471545360904	0.3793326531741237	0.34619176946974395
N1991	66.5	0.46391405999252466	0.3624431387795318
N1992	100.0	0.6573045524531907	0.40005592586220623
N1993	65.5	0.680582734685668	0.4351145038167939
N1994	87.0	1.0	0.9074810052600818
N1995	117.0	1.0	0.796665045715009
N1996	144.0	1.0	0.9930036305896218
N1997	145.0	1.0	1.0
N1998	38.99738006598402	0.9926648429256127	0.5659118003104401
N1999	122.0	1.0	0.9267085321822033
N2000	123.0	1.0	0.7332008396615818
N2001	109.0	1.0	0.9392617388247401
N2002	111.0	0.9991219098643732	0.49658571335879104
N2003	93.0	1.0	0.7853506885940674
N2004	127.0	1.0	0.9889757763777121
N2005	134.0	0.998546206304371	0.47350282830430773
N2006	145.0	0.9997566519188011	0.487143072732712
N2007	29.0	0.7273348826563187	0.4482758620689655
N2008	105.0	0.9999544580686335	0.5330202868784575
N2009	112.0	1.0	0.9525482118021035
N2010	119.0	0.999999999977166	0.6389916397136038
N2011	130.0	1.0	0.9924108055203233
N2012	120.0	0.9408815186353718	0.4425759777166566
N2013	124.99997239399295	1.0	0.9267777231518216
N2014	127.0	0.9944793679914662	0.4677570759928444
N2015	20.99988597491448	0.8341087751505131	0.4999972851022702
N2016	139.0	1.0	0.9900945769936598
N2017	108.0	0.9999999985707677	0.6237261743193285
N2018	118.0	1.0	0.8007700174086612
N2019	113.0	0.780947011882672	0.42512886472665684
N2020	40.49855937364211	0.5977185943691466	0.40104782779400583
N2021	94.0	1.0	0.9091562322390349
N2022	57.714285714285715	0.9968718898303275	0.556930693069307
N2023	103.0	0.9944285815040698	0.472867732066427
N2024	150.0	0.535105351582709	0.36589083545777046
N2025	92.0	1.0	0.9130462699992207
N2026	97.0	0.5738304076338907	0.37240196491204147
N2027	125.0	1.0	0.947017578264426
N2028	87.0	1.0	0.9056202966418074
N2029	127.0	1.0	0.756987228121901
N2030	126.0	1.0	0.8157423932038004
N2031	126.0	1.0	0.978711685107062
N2032	110.0	0.9292510956566364	0.47651966625226955
N2033	89.0	1.0	0.9702916350317023
N2034	109.0	0.8450356692145367	0.4081626730900698
N2035	176.0	0.9994447873961511	0.4651581958876214
N2036	238.0	1.0	0.6424349846415555
N2037	247.0	1.0	0.915656845079227
N2038	309.0	1.0	0.9546647563136214
N2039	308.0	0.9999974340461177	0.47580469601381725
N2040	307.0	1.0	0.9706540142991457
N2041	309.0	1.0	0.7684845786384187
N2042	295.9976986740309	0.9999576811189635	0.4527381414898643
N2043	301.99858716163027	0.9952513890237268	0.41612668162312516
N2044	286.0	1.0	0.9391809788206515
N2045	278.0	1.0	0.9876725092312794
N2046	282.0	1.0	0.8999668563942207
N2047	312.0	1.0	0.998662118683433
N2048	327.0	0.9999999999999991	0.5529697400414941
N2049	336.0	1.0	0.7282657721502426
N2050	334.0	0.9868595401879341	0.4075850564917624
N2051	345.0	0.9351989364664851	0.4060077848464305
N2052	260.5	0.9998197248464509	0.4491362763915547
N2053	289.0	1.0	0.8536670638171099
N2054	318.0	1.0	0.9807891102844656
N2055	309.0	1.0	0.6486545190271964
