rank	name	count	mono_strict	mono_relaxed	t2t_consistency	quartet	markers
family	Paceibacteraceae	2	yes	yes	1	1	138.5
family	Paenibacillaceae	91	no	yes	1	1	375.9
family	Paludibacteraceae	4	no	yes	1	1	304.8
family	Paracaedibacteraceae	3	yes	yes	1	1	270.3
family	Parachlamydiaceae	10	yes	yes	1	1	284.6
family	Parvibaculaceae	3	yes	yes	1	1	352.0
family	Parvularculaceae	2	yes	yes	1	1	336.0
family	Pasteurellaceae	52	no	yes	1	1	316.4
family	Pelagibacteraceae	11	no	yes	1	0.999	266.5
family	Pelobacteraceae	5	no	yes	1	1	326.8
family	Pelobacteraceae_A	2	yes	yes	1	1	331.0
family	Pelosinaceae	2	yes	yes	1	1	375.5
family	Peptoclostridiaceae	2	yes	yes	1	1	346.5
family	Peptoniphilaceae	16	yes	yes	1	1	278.7
family	Peptostreptococcaceae	15	yes	yes	1	1	322.7
family	Peribacteraceae	33	no	yes	1	1	170.4
family	Petrotogaceae	7	yes	yes	1	1	305.1
family	Phormidesmiaceae	7	yes	yes	1	1	360.0
family	Phormidiaceae	19	no	yes	1	1	357.4
family	Pirellulaceae	16	yes	yes	1	1	343.1
family	Piscirickettsiaceae	25	yes	yes	1	1	322.4
family	Planctomycetaceae	7	yes	yes	1	1	350.4
family	Planococcaceae	37	no	yes	1	1	360.6
family	Pleomorphomonadaceae	4	no	no	0.8	1	362.0
family	Polyangiaceae	6	no	yes	1	1	348.5
family	Porphyromonadaceae	16	yes	yes	1	1	275.2
family	Porticoccaceae	7	no	yes	1	1	319.1
family	Prochloraceae	3	yes	yes	1	1	342.7
family	Prolixibacteraceae	11	yes	yes	1	1	350.5
family	Propionibacteriaceae	26	yes	yes	1	1	329.9
family	Pseudanabaenaceae	6	yes	yes	1	1	344.7
family	Pseudomonadaceae	44	yes	yes	1	1	373.9
family	Pseudonocardiaceae	56	yes	yes	1	1	350.9
family	Psychromonadaceae	10	no	yes	1	1	360.3
family	Puniceicoccaceae	2	yes	yes	1	1	341.0
family	Puniceispirillaceae	2	yes	yes	1	1	342.5
family	Pyrinomonadaceae	4	no	yes	1	1	344.3
family	Pyrodictiaceae	4	yes	yes	1	1	160.0
family	RBG-1	2	yes	yes	1	1	243.5
family	RBG-13-55-18	3	yes	yes	1	1	259.0
family	RBG-16-39-9b	2	no	yes	1	0.999	153.0
family	RBG-16-54-18	2	yes	yes	1	1	286.5
family	RBG-16-60-22	3	no	yes	1	0.999	254.0
family	RBG-16-68-12	2	no	yes	1	1	166.0
family	RS24	2	yes	yes	1	1	326.0
family	RVW-14	4	yes	yes	1	1	176.5
family	Rhizobiaceae	170	yes	yes	1	1	326.0
family	Rhodanobacteraceae	17	yes	yes	1	1	356.1
family	Rhodobacteraceae	179	no	yes	1	0.999	359.4
family	Rhodocyclaceae	24	no	yes	1	1	363.1
family	Rhodospirillaceae	8	yes	yes	1	1	363.1
family	Rickettsiaceae	29	yes	yes	1	1	205.6
family	Rikenellaceae	13	no	yes	1	1	302.8
family	Roseiflexaceae	3	yes	yes	1	1	350.0
family	Rubidibacteraceae	3	yes	yes	1	1	348.0
family	Rubrobacteraceae	3	yes	yes	1	1	334.3
family	Ruminiclostridiaceae_A	4	yes	yes	1	1	319.3
family	Ruminococcaceae	42	no	yes	1	1	312.9
family	S15-B10	2	yes	yes	1	1	234.0
family	SC72	10	no	yes	1	1	129.0
family	SG8-24	3	yes	yes	1	1	163.3
family	SG8-4	6	no	no	0.833	0.999	295.5
family	SM-Chi-D1	2	yes	yes	1	1	300.0
family	SM1-40	3	yes	yes	1	1	263.0
family	SM23-35	2	no	yes	1	1	291.5
family	SM23-39	6	yes	yes	1	1	248.2
family	SM23-42	2	no	yes	1	1	266.0
family	SM23-62	2	no	yes	1	1	317.5
family	SPLOWO2-01-44-7	2	yes	yes	1	1	283.5
family	Saccharimonadaceae	9	no	yes	1	1	161.3
family	Saccharofermentanaceae	6	no	yes	1	1	298.0
family	Saccharospirillaceae	8	yes	yes	1	1	360.0
family	Salinibacteraceae	2	yes	yes	1	1	335.0
family	Salinicoccaceae	12	yes	yes	1	1	339.9
family	Salinisphaeraceae	2	yes	yes	1	1	361.5
family	Salinispiraceae	2	yes	yes	1	1	331.5
family	Salisediminibacteriaceae	10	yes	yes	1	1	378.4
family	Saprospiraceae	10	yes	yes	1	1	333.1
family	Savagellaceae	12	yes	yes	1	1	239.0
family	Scalinduaceae	2	yes	yes	1	1	284.0
family	Sedimenticolaceae	39	yes	yes	1	1	340.7
family	Selenomonadaceae	25	yes	yes	1	1	342.7
family	Shewanellaceae	28	yes	yes	1	1	364.3
family	Smithellaceae	5	no	yes	1	1	295.4
family	Solibacteraceae	3	yes	yes	1	1	361.7
family	Solirubrobacteraceae	8	yes	yes	1	1	350.5
family	Sphaerochaetaceae	9	no	yes	1	1	279.3
family	Sphingobacteriaceae	67	yes	yes	1	1	350.4
family	Sphingomonadaceae	114	yes	yes	1	1	347.4
family	Spirochaetaceae_A	2	yes	yes	1	1	319.0
family	Spirosomaceae	25	yes	yes	1	1	354.4
family	Spirulinaceae	3	yes	yes	1	1	360.0
family	Spongiibacteraceae	7	yes	yes	1	1	350.9
family	Sporolactobacillaceae	5	yes	yes	1	1	353.4
family	Staphylococcaceae	39	yes	yes	1	1	342.3
family	Stappiaceae	14	yes	yes	1	1	359.9
family	Staskawiczbacteraceae	23	no	yes	1	1	138.7
family	Streptococcaceae	65	yes	yes	1	1	298.7
family	Streptomycetaceae	129	yes	yes	1	1	355.8
family	Streptosporangiaceae	38	no	yes	1	1	353.2
family	Succinivibrionaceae	10	no	yes	1	1	319.3
family	Sulfolobaceae	95	yes	yes	1	1	185.2
family	Sulfurospirillaceae	9	yes	yes	1	1	339.1
family	Sulfurovaceae	5	no	yes	1	1	327.4
family	Synechococcaceae	3	yes	yes	1	1	342.3
family	Synergistaceae	7	yes	yes	1	1	327.1
family	Syntrophoarchaeaceae	2	yes	yes	1	1	169.0
family	Syntrophobacteraceae	2	yes	yes	1	1	359.0
family	Syntrophobotulaceae	4	yes	yes	1	1	334.5
family	Syntrophomonadaceae	7	yes	yes	1	1	321.6
family	TCS55	2	no	yes	1	1	252.5
family	TCS61	3	no	yes	1	1	246.3
family	TCS64	3	no	yes	1	1	133.3
family	TTA-H9	2	yes	yes	1	1	269.0
family	Tannerellaceae	7	yes	yes	1	1	332.9
family	Taylorbacteraceae	36	no	yes	1	0.999	142.5
family	Tepidanaerobacteraceae	4	yes	yes	1	1	308.8
family	Tepidibacillaceae	2	yes	yes	1	1	345.0
family	Tepidimicrobiaceae	3	yes	yes	1	1	309.7
family	Terasakiellaceae	2	yes	yes	1	1	354.0
family	Thalassobaculaceae	4	yes	yes	1	1	305.8
family	Thalassospiraceae	4	yes	yes	1	1	365.0
family	Thermaceae	17	yes	yes	1	1	345.2
family	Thermacetogeniaceae	4	yes	yes	1	1	314.0
family	Thermaerobacteraceae	2	yes	yes	1	1	345.5
family	Thermicanaceae	2	no	no	0.5	0.799	362.5
family	Thermoactinomycetaceae	17	yes	yes	1	1	355.9
family	Thermoanaerobacteraceae	12	yes	yes	1	1	324.1
family	Thermocladiaceae	16	no	yes	1	1	169.7
family	Thermococcaceae	38	yes	yes	1	1	175.5
family	Thermodesulfatatoraceae	2	yes	yes	1	1	315.0
family	Thermodesulfobacteriaceae	8	yes	yes	1	1	300.9
family	Thermodesulfovibrionaceae	2	yes	yes	1	1	313.0
family	Thermofilaceae	4	yes	yes	1	1	136.5
family	Thermomicrobiaceae	4	yes	yes	1	1	333.0
family	Thermonemataceae	2	no	no	0.5	0.981	327.5
family	Thermoplasmataceae	14	yes	yes	1	1	187.0
family	Thermoproteaceae	13	yes	yes	1	1	175.6
family	Thermosinaceae	2	yes	yes	1	1	345.0
family	Thermosynechococcaceae	6	yes	yes	1	1	348.3
family	Thermotaleaceae	3	yes	yes	1	1	339.7
family	Thermotogaceae	18	yes	yes	1	1	303.6
family	Thermovenabulaceae	4	yes	yes	1	1	310.5
family	Thermovirgaceae	5	yes	yes	1	1	279.6
family	Thioalkalivibrionaceae	8	yes	yes	1	1	349.8
family	Thioglobaceae	5	no	yes	1	1	297.6
family	Thiomicrospiraceae	17	yes	yes	1	1	336.6
family	Thiotrichaceae	6	yes	yes	1	1	366.3
family	Thiovulaceae	27	no	no	0.963	1	314.3
family	Thorarchaeaceae	3	yes	yes	1	1	170.7
family	Treponemataceae	22	no	yes	1	0.999	284.9
family	Treponemataceae_B	4	no	yes	1	1	326.8
family	Turicibacteraceae	4	yes	yes	1	1	296.8
family	UBA10003	3	yes	yes	1	1	160.0
family	UBA10009	6	yes	yes	1	1	159.3
family	UBA10030	2	yes	yes	1	1	322.0
family	UBA10092	13	no	yes	1	0.999	126.5
family	UBA10110	3	yes	yes	1	1	128.0
family	UBA10138	3	yes	yes	1	1	148.0
family	UBA10151	17	no	yes	1	0.998	150.0
family	UBA1018	7	yes	yes	1	1	297.4
family	UBA10183	2	yes	yes	1	1	215.5
family	UBA10185	46	no	yes	1	0.999	140.7
family	UBA10190	9	yes	yes	1	1	153.2
family	UBA10212	5	no	yes	1	1	142.6
family	UBA10834	3	yes	yes	1	1	171.3
family	UBA11654	2	yes	yes	1	1	230.0
family	UBA11705	5	no	yes	1	1	160.4
family	UBA11712	10	no	yes	1	1	167.1
family	UBA11717	2	yes	yes	1	1	162.5
family	UBA12028	5	no	yes	1	1	154.2
family	UBA12049	21	no	yes	1	0.999	150.7
family	UBA12075	9	yes	yes	1	1	179.2
family	UBA12077	6	yes	yes	1	1	325.2
family	UBA12090	6	no	yes	1	1	236.7
family	UBA12108	6	yes	yes	1	1	133.5
family	UBA12402	5	yes	yes	1	1	236.2
family	UBA12405	5	no	yes	1	1	139.0
family	UBA12409	4	yes	yes	1	1	165.8
family	UBA12411	2	yes	yes	1	1	183.5
family	UBA12420	3	yes	yes	1	1	242.3
family	UBA12463	3	yes	yes	1	1	178.3
family	UBA12465	3	yes	yes	1	1	142.3
family	UBA12470	7	yes	yes	1	1	196.0
family	UBA12473	2	yes	yes	1	1	195.5
family	UBA1381	2	yes	yes	1	1	298.0
family	UBA1406	7	yes	yes	1	1	148.6
family	UBA1546	7	yes	yes	1	1	289.4
family	UBA1568	4	no	yes	1	1	159.8
family	UBA1997	5	yes	yes	1	1	286.8
family	UBA2169	3	yes	yes	1	1	159.3
family	UBA2206	8	yes	yes	1	1	149.9
family	UBA4486	3	no	yes	1	0.999	288.7
family	UBA4823	2	no	yes	1	1	275.5
family	UBA5158	7	yes	yes	1	1	259.6
family	UBA5619	5	no	yes	1	1	295.8
family	UBA6249	2	yes	yes	1	1	181.0
family	UBA6539	2	no	yes	1	0.999	159.0
family	UBA660	10	yes	yes	1	1	180.1
family	UBA7541	4	no	yes	1	0.999	319.8
family	UBA8919	2	yes	yes	1	1	272.0
family	UBA8932	2	yes	yes	1	1	304.5
family	UBA9217	3	yes	yes	1	1	309.0
family	UBA922	24	no	yes	1	0.999	175.0
family	UBA927	3	no	yes	1	0.999	157.0
family	UBA932	10	no	yes	1	1	275.1
family	UBA9337	2	no	yes	1	1	157.5
family	UBA9339	2	yes	yes	1	1	199.0
family	UBA9579	4	yes	yes	1	1	300.8
family	UBA9629	7	no	yes	1	1	189.9
family	UBA9637	9	no	yes	1	1	288.2
family	UBA9934	11	no	yes	1	1	145.3
family	UBA9935	3	yes	yes	1	1	289.7
family	UBA9942	7	no	yes	1	1	296.9
family	UBA9959	8	no	yes	1	1	284.1
family	UBA9983	4	yes	yes	1	1	138.8
family	Ureaplasmataceae	4	yes	yes	1	1	177.3
family	Veillonellaceae	8	yes	yes	1	1	325.1
family	Vermiphilaceae	3	no	yes	1	1	156.7
family	Vibrionaceae	66	yes	yes	1	1	359.3
family	Vogelbacteraceae	2	no	yes	1	0.999	133.5
family	Vogelbacteraceae_A	2	yes	yes	1	1	120.5
family	WOR-SM1-SCG	2	yes	yes	1	1	158.5
family	Waddliaceae	2	yes	yes	1	1	297.0
family	Weeksellaceae	48	yes	yes	1	1	332.4
family	Wildermuthbacteraceae	6	no	yes	1	1	137.2
family	Woesebacteraceae	41	no	yes	1	0.994	142.5
family	Wohlfahrtiimonadaceae	6	yes	yes	1	1	340.2
family	Wolfebacteraceae	16	no	yes	1	1	146.6
family	XYA12-FULL-58-9	2	yes	yes	1	1	337.5
family	XYA2-FULL-47-53	8	yes	yes	1	1	285.8
family	XYB2-FULL-48-7	8	yes	yes	1	1	288.5
family	XYC2-FULL-37-10	6	no	yes	1	1	271.8
family	XYC2-FULL-46-14	4	yes	yes	1	1	296.3
family	XYC2-FULL-47-12	3	yes	yes	1	1	161.7
family	XYD1-FULL-40-9	2	yes	yes	1	1	125.5
family	Xanthobacteraceae	49	yes	yes	1	1	364.4
family	Xanthomonadaceae	51	yes	yes	1	1	349.2
family	Xenococcaceae	4	yes	yes	1	1	360.8
family	YA12-FULL-60-10	3	yes	yes	1	1	277.3
family	Yonathbacteraceae	10	no	yes	1	1	144.8
family	Zambryskibacteraceae	31	no	yes	1	0.999	125.1
family	envOPS12	6	no	yes	1	1	287.3
family	kpj58rc	3	no	yes	1	1	284.3
family	vadinHA17	5	no	yes	1	1	324.2
genus	01-FULL-36-15b	3	no	yes	1	1	141.3
genus	01-FULL-45-10b	2	yes	yes	1	1	301.0
genus	01-FULL-45-34b	3	yes	yes	1	1	130.7
genus	01-FULL-48-32b	2	yes	yes	1	1	137.5
genus	01-FULL-54-110	6	yes	yes	1	1	152.8
genus	12-FULL-44-12b	2	no	yes	1	1	121.0
genus	14-2	3	yes	yes	1	1	333.0
genus	2-01-FULL-37-20	4	no	yes	1	1	178.3
genus	2-01-FULL-38-21	3	no	yes	1	1	143.7
genus	2-01-FULL-39-21	8	yes	yes	1	1	145.0
genus	2-01-FULL-39-24	3	yes	yes	1	1	148.3
genus	2-01-FULL-39-28	7	no	yes	1	1	152.9
genus	2-01-FULL-40-13	10	no	yes	1	1	163.5
genus	2-01-FULL-40-24	2	no	yes	1	1	136.5
genus	2-01-FULL-40-42	7	yes	yes	1	1	162.7
genus	2-01-FULL-41-18	2	yes	yes	1	1	141.0
genus	2-01-FULL-41-26	7	no	yes	1	1	132.0
genus	2-01-FULL-42-15	2	yes	yes	1	1	143.5
genus	2-01-FULL-43-14	2	no	yes	1	1	150.0
genus	2-01-FULL-43-22	4	no	yes	1	1	134.3
genus	2-01-FULL-43-38	2	no	yes	1	1	137.5
genus	2-01-FULL-44-21	2	yes	yes	1	1	146.5
genus	2-01-FULL-44-22	2	yes	yes	1	1	115.5
genus	2-01-FULL-45-10	4	yes	yes	1	1	262.5
genus	2-01-FULL-45-33	6	no	yes	1	1	148.7
genus	2-01-FULL-46-13	12	yes	yes	1	1	135.5
genus	2-01-FULL-46-14	3	yes	yes	1	1	170.7
genus	2-01-FULL-48-14	2	yes	yes	1	1	159.5
genus	2-01-FULL-48-16	2	yes	yes	1	1	125.0
genus	2-01-FULL-49-10	2	yes	yes	1	1	129.5
genus	2-01-FULL-49-22	2	yes	yes	1	1	132.5
genus	2-01-FULL-50-13	3	yes	yes	1	1	156.7
genus	2-01-FULL-50-28	2	yes	yes	1	1	163.0
genus	2-01-FULL-51-34	2	yes	yes	1	1	170.5
genus	2-01-FULL-52-15	2	yes	yes	1	1	141.0
genus	2-01-FULL-53-15	2	yes	yes	1	1	280.5
genus	2-01-FULL-64-13	2	yes	yes	1	1	280.5
genus	2-02-FULL-35-15	2	yes	yes	1	1	313.0
genus	2-02-FULL-38-14	4	yes	yes	1	1	142.5
genus	2-02-FULL-38-14-A	4	yes	yes	1	1	324.3
genus	2-02-FULL-38-15	2	yes	yes	1	1	154.5
genus	2-02-FULL-38-15-A	4	yes	yes	1	1	284.3
genus	2-02-FULL-40-10	5	yes	yes	1	1	186.2
genus	2-02-FULL-40-12	3	yes	yes	1	1	113.7
genus	2-02-FULL-42-43	8	yes	yes	1	1	280.8
genus	2-02-FULL-43-11	4	yes	yes	1	1	143.5
genus	2-02-FULL-43-16	3	yes	yes	1	1	140.7
genus	2-02-FULL-44-16	2	yes	yes	1	1	280.0
genus	2-02-FULL-45-10	2	yes	yes	1	1	150.5
genus	2-02-FULL-45-18	5	yes	yes	1	1	137.4
genus	2-02-FULL-45-21	4	yes	yes	1	1	231.5
genus	2-02-FULL-45-22	5	yes	yes	1	1	252.4
genus	2-02-FULL-46-13	2	yes	yes	1	1	158.5
genus	2-02-FULL-46-19	3	yes	yes	1	1	118.7
genus	2-02-FULL-47-50	2	yes	yes	1	1	288.0
genus	2-02-FULL-48-14	2	yes	yes	1	1	148.5
genus	2-02-FULL-48-16	5	yes	yes	1	1	126.8
genus	2-02-FULL-49-12	7	yes	yes	1	1	203.1
genus	2-02-FULL-49-16	2	yes	yes	1	1	161.5
genus	2-02-FULL-50-16	4	yes	yes	1	1	286.3
genus	2-02-FULL-50-9b	2	yes	yes	1	1	134.0
genus	2-02-FULL-52-16	2	yes	yes	1	1	161.5
genus	2-02-FULL-53-10	2	yes	yes	1	1	162.5
genus	2-02-FULL-55-14	2	yes	yes	1	1	322.0
genus	2-12-FULL-37-34	2	yes	yes	1	1	283.0
genus	2-12-FULL-37-7b	6	yes	yes	1	1	160.3
genus	2-12-FULL-39-13	4	yes	yes	1	1	255.8
genus	2-12-FULL-40-10	2	yes	yes	1	1	131.0
genus	2-12-FULL-41-16	3	no	yes	1	1	182.0
genus	2-12-FULL-41-17	2	yes	yes	1	1	150.5
genus	2-12-FULL-43-12	4	yes	yes	1	1	161.8
genus	2-12-FULL-50-11	3	yes	yes	1	1	138.0
genus	2-12-FULL-55-11	5	yes	yes	1	1	165.6
genus	2-12-FULL-60-25	2	yes	yes	1	1	144.5
genus	2011-GWC2-44-17	2	yes	yes	1	1	166.0
genus	2013Ark19i	2	yes	yes	1	1	253.5
genus	20CM-2-55-15	2	yes	yes	1	1	303.0
genus	28L	2	yes	yes	1	1	304.0
genus	32-111	2	yes	yes	1	1	273.5
genus	40CM-2-53-6	7	yes	yes	1	1	140.7
genus	46-32	2	yes	yes	1	1	348.5
genus	46-47	2	yes	yes	1	1	277.0
genus	58-81	2	yes	yes	1	1	276.5
genus	AAA536-G10	2	yes	yes	1	1	294.5
genus	AC2028	2	yes	yes	1	1	319.5
genus	AZ1	2	yes	yes	1	1	182.0
genus	Acaryochloris	2	yes	yes	1	1	359.5
genus	Acetivibrio	2	yes	yes	1	1	344.5
genus	Acetobacter	11	yes	yes	1	1	352.2
genus	Acetobacterium	3	yes	yes	1	1	342.7
genus	Acetomicrobium	4	yes	yes	1	1	319.5
genus	Acholeplasma	5	yes	yes	1	1	230.8
genus	Acholeplasma_A	2	yes	yes	1	1	218.5
genus	Achromobacter	2	yes	yes	1	1	372.0
genus	Acidaminococcus	6	yes	yes	1	1	320.5
genus	Acidianus	2	yes	yes	1	1	180.0
genus	Acidilobus	5	yes	yes	1	1	144.6
genus	Acidiphilium	2	yes	yes	1	1	369.5
genus	Acidiplasma	5	yes	yes	1	1	185.2
genus	Acidipropionibacterium	3	yes	yes	1	1	330.0
genus	Acidithiobacillus	19	yes	yes	1	1	346.7
genus	Acidithrix	2	yes	yes	1	1	323.0
genus	Acidocella	2	yes	yes	1	1	360.5
genus	Acidovorax	3	yes	yes	1	1	366.3
genus	Acidovorax_A	2	yes	yes	1	1	365.0
genus	Aciduliprofundum	2	yes	yes	1	1	169.5
genus	Acinetobacter	43	yes	yes	1	1	345.3
genus	Acrophormium	2	yes	yes	1	1	364.0
genus	Actibacterium	3	yes	yes	1	1	355.7
genus	Actinobaculum	5	yes	yes	1	1	280.8
genus	Actinokineospora_A	2	yes	yes	1	1	355.0
genus	Actinomadura	2	yes	yes	1	1	358.0
genus	Actinomadura_A	3	no	no	0.667	1	353.0
genus	Actinomyces	12	yes	yes	1	1	315.9
genus	Actinomyces_A	8	yes	yes	1	1	308.1
genus	Actinomyces_B	16	yes	yes	1	1	293.1
genus	Actinomyces_C	6	yes	yes	1	1	287.3
genus	Actinomyces_H	2	yes	yes	1	1	275.0
genus	Actinoplanes	5	yes	yes	1	1	362.4
genus	Actinopolyspora	3	yes	yes	1	1	341.3
genus	Actinotalea	4	yes	yes	1	1	343.8
genus	Actinotignum	4	yes	yes	1	1	266.5
genus	Aequorivita	2	yes	yes	1	1	317.5
genus	Aerococcus	5	yes	yes	1	1	298.6
genus	Aeromicrobium	6	yes	yes	1	1	329.7
genus	Aeromonas	8	yes	yes	1	1	376.5
genus	Aeropyrum	3	yes	yes	1	1	160.0
genus	Afipia	6	yes	yes	1	1	357.5
genus	Agarivorans	2	yes	yes	1	1	361.0
genus	Agathobacter	4	yes	yes	1	1	324.8
genus	Agathobaculum	3	yes	yes	1	1	312.7
genus	Aggregatibacter	2	yes	yes	1	1	316.0
genus	Agrobacterium	5	yes	yes	1	1	361.6
genus	Agromyces	4	yes	yes	1	1	338.3
genus	Ahrensia	3	yes	yes	1	1	350.0
genus	Akkermansia	12	yes	yes	1	1	322.0
genus	Alcanivorax	5	yes	yes	1	1	353.6
genus	Algoriphagus	10	yes	yes	1	1	345.4
genus	Alicyclobacillus	5	yes	yes	1	1	348.2
genus	Alicyclobacillus_A	2	yes	yes	1	1	355.0
genus	Aliivibrio	3	yes	yes	1	1	360.0
genus	Alishewanella	2	yes	yes	1	1	367.5
genus	Alistipes	7	yes	yes	1	1	302.7
genus	Alistipes_A	2	yes	yes	1	1	318.0
genus	Aliterella	2	yes	yes	1	1	349.0
genus	Alkaliphilus	2	yes	yes	1	1	344.0
genus	Alkalispirochaeta	2	yes	yes	1	1	325.0
genus	Allofrancisella	2	yes	yes	1	1	291.5
genus	Alloprevotella	2	yes	yes	1	1	280.0
genus	Allorhizobium	5	yes	yes	1	1	365.2
genus	Alloscardovia	2	yes	yes	1	1	271.0
genus	Alteribacillus	2	yes	yes	1	1	374.5
genus	Alteromonas	14	yes	yes	1	1	360.8
genus	Aminobacter	2	yes	yes	1	1	365.0
genus	Aminobacterium	3	yes	yes	1	1	309.7
genus	Amphritea	2	yes	yes	1	1	359.0
genus	Amycolatopsis	5	yes	yes	1	1	355.6
genus	Amycolatopsis_A	2	yes	yes	1	1	352.5
genus	Amylibacter	2	yes	yes	1	1	334.0
genus	Anaerococcus	9	yes	yes	1	1	277.1
genus	Anaerocolumna	3	yes	yes	1	1	348.7
genus	Anaeroglobus	3	yes	yes	1	1	314.3
genus	Anaeromassilibacillus	2	yes	yes	1	1	320.0
genus	Anaeromusa	2	yes	yes	1	1	353.5
genus	Anaeromyxobacter	2	yes	yes	1	1	369.5
genus	Anaerophaga	2	yes	yes	1	1	344.5
genus	Anaerosphaera	2	yes	yes	1	1	284.0
genus	Anaerostipes	4	yes	yes	1	1	325.3
genus	Anaerotignum	4	yes	yes	1	1	316.0
genus	Anaerotruncus	2	yes	yes	1	1	321.5
genus	Anaerovibrio	2	yes	yes	1	1	339.5
genus	Anaplasma	25	yes	yes	1	1	225.0
genus	Ancylobacter	2	yes	yes	1	1	365.5
genus	Aneurinibacillus	9	yes	yes	1	1	381.3
genus	Aquabacterium	2	yes	yes	1	1	360.5
genus	Aquamicrobium	5	no	no	0.6	0.999	362.2
genus	Aquamicrobium_A	2	yes	yes	1	1	358.0
genus	Aquiluna	2	yes	yes	1	1	287.5
genus	Aquimarina	6	yes	yes	1	1	343.3
genus	Arcanobacterium	2	yes	yes	1	1	272.5
genus	Archaeoglobus	5	yes	yes	1	1	179.8
genus	Archaeoglobus_A	5	yes	yes	1	1	179.0
genus	Arcobacter	8	yes	yes	1	1	332.4
genus	Arctic96AD-7	10	no	yes	1	1	310.5
genus	Arcticibacter	2	yes	yes	1	1	353.5
genus	Arenibacter	6	yes	yes	1	1	342.2
genus	Arenimonas	5	yes	yes	1	1	336.8
genus	Arsenicicoccus	2	yes	yes	1	1	345.0
genus	Arsenophonus	3	yes	yes	1	1	311.0
genus	Arsukibacterium	3	yes	yes	1	1	368.7
genus	Arthrobacter_A	2	yes	yes	1	1	341.0
genus	Arthrobacter_C	2	yes	yes	1	1	339.5
genus	Arthrobacter_D	5	yes	yes	1	1	334.6
genus	Arthrospira	8	yes	yes	1	1	360.1
genus	Asaia	2	yes	yes	1	1	349.5
genus	Asticcacaulis	5	yes	yes	1	1	352.0
genus	Atelocyanobacterium	2	yes	yes	1	1	257.5
genus	Atopobium	6	yes	yes	1	1	252.7
genus	Atopobium_A	5	yes	yes	1	1	254.8
genus	Atopobium_B	8	yes	yes	1	1	253.0
genus	Aureimonas	4	yes	yes	1	1	360.3
genus	Avibacterium	4	yes	yes	1	1	321.8
genus	Azoarcus_A	2	yes	yes	1	1	372.5
genus	Azorhizobium	2	yes	yes	1	1	359.0
genus	Azospirillum	4	yes	yes	1	1	377.8
genus	B12	2	yes	yes	1	1	354.0
genus	B26-1	2	yes	yes	1	1	155.5
genus	BACL11	3	yes	yes	1	1	260.7
genus	BACL14	3	yes	yes	1	1	301.0
genus	BACL25	2	yes	yes	1	1	262.0
genus	Bacillus	30	yes	yes	1	1	375.1
genus	Bacillus_A	10	yes	yes	1	1	379.8
genus	Bacillus_AA	3	yes	yes	1	1	387.0
genus	Bacillus_AD	3	yes	yes	1	1	381.3
genus	Bacillus_AR	2	yes	yes	1	1	380.0
genus	Bacillus_AW	2	yes	yes	1	1	380.5
genus	Bacillus_B	2	yes	yes	1	1	372.5
genus	Bacillus_C	6	yes	yes	1	1	382.8
genus	Bacillus_D	2	yes	yes	1	1	376.0
genus	Bacillus_E	7	yes	yes	1	1	370.3
genus	Bacillus_F	4	yes	yes	1	1	377.8
genus	Bacillus_H	6	yes	yes	1	1	375.7
genus	Bacillus_I	2	yes	yes	1	1	375.5
genus	Bacillus_J	2	yes	yes	1	1	376.0
genus	Bacillus_K	3	yes	yes	1	1	378.0
genus	Bacillus_L	3	yes	yes	1	1	378.3
genus	Bacillus_N	2	yes	yes	1	1	373.5
genus	Bacillus_Q	2	yes	yes	1	1	382.0
genus	Bacillus_T	2	yes	yes	1	1	357.5
genus	Bacillus_W	9	yes	yes	1	1	384.6
genus	Bacillus_X	4	yes	yes	1	1	382.3
genus	Bacillus_Y	2	yes	yes	1	1	386.0
genus	Bact-08	5	yes	yes	1	1	282.4
genus	Bacteriovorax	4	yes	yes	1	1	300.5
genus	Bacteroides	29	yes	yes	1	1	331.4
genus	Bacteroides_A	8	yes	yes	1	1	320.9
genus	Bacteroides_B	4	yes	yes	1	1	319.5
genus	Bacteroides_E	2	yes	yes	1	1	318.0
genus	Bacteroides_F	2	yes	yes	1	1	325.5
genus	Balneola	2	yes	yes	1	1	334.0
genus	Barnesiella	2	yes	yes	1	1	314.5
genus	Bartonella	60	yes	yes	1	1	290.8
genus	Basfia	4	yes	yes	1	1	326.8
genus	Baumannia	3	yes	yes	1	1	216.3
genus	Bdellovibrio	8	yes	yes	1	1	315.9
genus	Bdellovibrio_A	3	yes	yes	1	1	316.0
genus	Beggiatoa	2	yes	yes	1	1	351.0
genus	Beijerinckia	2	yes	yes	1	1	352.0
genus	Bellilinea	3	yes	yes	1	1	313.7
genus	Bhargavaea	3	yes	yes	1	1	347.7
genus	Bibersteinia	3	yes	yes	1	1	324.0
genus	Bifidobacterium	37	yes	yes	1	1	276.9
genus	Blastococcus	4	yes	yes	1	1	343.5
genus	Blastomonas	2	yes	yes	1	1	351.0
genus	Blattabacterium	8	yes	yes	1	1	224.8
genus	Blautia	3	yes	yes	1	1	334.0
genus	Blautia_A	9	yes	yes	1	1	330.9
genus	Blochmannia	5	yes	yes	1	1	207.0
genus	Bombella	2	yes	yes	1	1	308.0
genus	Bordetella	6	yes	yes	1	1	362.3
genus	Borrelia	18	yes	yes	1	1	182.0
genus	Borreliella	25	yes	yes	1	1	176.7
genus	Bosea	8	yes	yes	1	1	365.1
