rank	name	count	mono_strict	mono_relaxed	t2t_consistency	quartet	markers
order	Thermacetogeniales	5	yes	yes	1	1	312.0
order	Thermaerobacterales	2	yes	yes	1	1	345.5
order	Thermicanales	2	no	no	0.5	0.799	362.5
order	Thermoactinomycetales	19	yes	yes	1	1	356.5
order	Thermoanaerobacterales	12	yes	yes	1	1	324.1
order	Thermococcales	38	yes	yes	1	1	175.5
order	Thermodesulfobacteriales	10	yes	yes	1	1	303.7
order	Thermodesulfovibrionales	20	no	yes	1	0.999	297.5
order	Thermofilales	4	yes	yes	1	1	136.5
order	Thermomicrobiales	4	yes	yes	1	1	333.0
order	Thermoplasmatales	15	yes	yes	1	1	185.9
order	Thermoproteales	29	no	yes	1	1	172.3
order	Thermosynechococcales	6	yes	yes	1	1	348.3
order	Thermotogales	23	yes	yes	1	1	301.5
order	Thermovenabulales	8	yes	yes	1	1	309.6
order	Thiohalospirales	2	no	no	0.5	0.998	354.5
order	Thiomicrospirales	23	no	yes	1	1	327.4
order	Thiotrichales	6	yes	yes	1	1	366.3
order	Thorarchaeales	3	yes	yes	1	1	170.7
order	Tissierellales	56	yes	yes	1	1	287.6
order	Treponematales	29	no	yes	1	0.999	291.9
order	Tumebacillales	2	yes	yes	1	1	365.5
order	UBA10015	3	no	yes	1	1	284.3
order	UBA10030	2	yes	yes	1	1	322.0
order	UBA10105	4	no	yes	1	0.999	162.3
order	UBA101185	48	no	yes	1	0.999	140.8
order	UBA1018	7	yes	yes	1	1	297.4
order	UBA10183	2	yes	yes	1	1	215.5
order	UBA10190	9	yes	yes	1	1	153.2
order	UBA10214	2	yes	yes	1	1	125.0
order	UBA10353	7	no	yes	1	1	298.7
order	UBA10834	3	yes	yes	1	1	171.3
order	UBA11654	2	yes	yes	1	1	230.0
order	UBA11705	5	no	yes	1	1	160.4
order	UBA12402	5	yes	yes	1	1	236.2
order	UBA1400	57	no	yes	1	0.997	149.7
order	UBA1560	6	yes	yes	1	1	262.8
order	UBA1784	3	yes	yes	1	1	330.7
order	UBA2169	3	yes	yes	1	1	159.3
order	UBA4486	3	no	yes	1	0.999	288.7
order	UBA5158	7	yes	yes	1	1	259.6
order	UBA6257	45	no	yes	1	0.997	135.3
order	UBA7541	4	no	yes	1	0.999	319.8
order	UBA8416	4	yes	yes	1	1	284.8
order	UBA8919	2	yes	yes	1	1	272.0
order	UBA920	19	yes	yes	1	1	154.8
order	UBA9217	3	yes	yes	1	1	309.0
order	UBA9339	2	yes	yes	1	1	199.0
order	UBA9629	7	no	yes	1	1	189.9
order	UBA9942	7	no	yes	1	1	296.9
order	UBA9983	189	no	yes	1	0.991	141.6
order	Uhrbacterales	42	no	yes	1	0.999	157.3
order	Veblenbacterales	3	yes	yes	1	1	148.0
order	Veillonellales	25	yes	yes	1	1	310.4
order	Verrucomicrobiales	17	no	yes	1	1	323.4
order	WO2-41-13	44	no	yes	1	0.999	141.1
order	Woykebacterales	4	no	yes	1	0.999	151.5
order	XYA12-FULL-58-9	2	yes	yes	1	1	337.5
order	XYC2-FULL-46-14	10	no	yes	1	1	281.6
order	Xanthomonadales	70	yes	yes	1	1	350.6
order	Yanofskybacterales	38	no	yes	1	0.999	131.8
family	01-FULL-39-12b	2	yes	yes	1	1	201.5
family	01-FULL-45-10b	4	no	yes	1	1	290.8
family	2-01-FULL-41-18	2	yes	yes	1	1	141.0
family	2-01-FULL-43-14	2	no	yes	1	1	150.0
family	2-01-FULL-45-10	5	yes	yes	1	1	261.4
family	2-01-FULL-46-14	3	yes	yes	1	1	170.7
family	2-01-FULL-52-15	2	yes	yes	1	1	141.0
family	2-01-FULL-60-11	3	yes	yes	1	1	285.0
family	2-02-FULL-35-15	3	yes	yes	1	1	314.3
family	2-02-FULL-40-11	5	yes	yes	1	1	281.0
family	2-02-FULL-40-12	3	yes	yes	1	1	113.7
family	2-02-FULL-44-16	2	yes	yes	1	1	280.0
family	2-02-FULL-48-12	2	no	yes	1	0.999	151.5
family	2-02-FULL-48-14	2	yes	yes	1	1	148.5
family	2-02-FULL-50-16	4	yes	yes	1	1	286.3
family	2-02-FULL-50-9b	2	yes	yes	1	1	134.0
family	2-12-FULL-40-10	2	yes	yes	1	1	131.0
family	2-12-FULL-50-11	3	yes	yes	1	1	138.0
family	2-12-FULL-60-25	2	yes	yes	1	1	144.5
family	2013Ark19i	2	yes	yes	1	1	253.5
family	20CM-2-55-15	2	yes	yes	1	1	303.0
family	32-111	2	yes	yes	1	1	273.5
family	40CM-2-53-6	7	yes	yes	1	1	140.7
family	46-47	2	yes	yes	1	1	277.0
family	AAA536-G10	2	yes	yes	1	1	294.5
family	AB-539-J10	3	no	yes	1	1	240.0
family	Acetivibrionaceae	14	no	yes	1	1	341.1
family	Acetobacteraceae	44	yes	yes	1	1	350.4
family	Acetohalobiaceae	4	yes	yes	1	1	346.0
family	Acetomicrobiaceae	4	yes	yes	1	1	319.5
family	Acetonemaceae	2	yes	yes	1	1	362.0
family	Acholeplasmataceae	31	no	yes	1	1	207.1
family	Acidaminococcaceae	11	yes	yes	1	1	321.9
family	Acidilobaceae	9	yes	yes	1	1	151.9
family	Acidimicrobiaceae	6	yes	yes	1	1	321.0
family	Acidithiobacillaceae	20	yes	yes	1	1	346.4
family	Acidobacteriaceae	16	no	yes	1	1	355.6
family	Aciduliprofundaceae	2	yes	yes	1	1	169.5
family	Actinomycetaceae	73	yes	yes	1	1	295.4
family	Aerococcaceae	24	yes	yes	1	1	297.3
family	Aeromonadaceae	11	yes	yes	1	1	371.0
family	Afifellaceae	2	yes	yes	1	1	356.0
family	Akkermansiaceae	16	no	yes	1	1	321.3
family	Alcanivoracaceae	6	yes	yes	1	1	353.5
family	Alicyclobacillaceae	11	yes	yes	1	1	353.9
family	Alkalibacillaceae	5	yes	yes	1	1	345.2
family	Alkalispirochaetaceae	3	yes	yes	1	1	326.7
family	Alteromonadaceae	108	yes	yes	1	1	358.8
family	Amesbacteraceae	15	no	yes	1	0.998	135.6
family	Aminobacteriaceae	5	no	yes	1	1	308.6
family	Amoebophilaceae	3	yes	yes	1	1	191.3
family	Amorphaceae	2	no	no	0.5	0.964	355.5
family	Amphibacillaceae	32	yes	yes	1	1	359.6
family	Anaerolineaceae	15	no	yes	1	1	293.3
family	Anaeromusaceae	2	yes	yes	1	1	353.5
family	Anaeromyxobacteraceae	2	yes	yes	1	1	369.5
family	Anaerotignaceae	5	yes	yes	1	1	316.0
family	Anaerovoracaceae	15	no	yes	1	1	289.8
family	Anaplasmataceae	47	yes	yes	1	1	222.1
family	Aneurinibacillaceae	11	yes	yes	1	1	380.7
family	Anoxybacillaceae	16	yes	yes	1	1	376.4
family	Aquaspirillaceae	3	yes	yes	1	1	358.7
family	Aquificaceae	6	yes	yes	1	1	308.7
family	Archaeoglobaceae	20	yes	yes	1	1	178.5
family	Arcobacteraceae	8	yes	yes	1	1	332.4
family	Atopobiaceae	32	yes	yes	1	1	268.9
family	Azospirillaceae	11	yes	yes	1	1	373.9
family	B25	2	yes	yes	1	1	165.0
family	B26-1	2	yes	yes	1	1	155.5
family	BA1	2	yes	yes	1	1	128.5
family	BACL11	3	yes	yes	1	1	260.7
family	BACL12	2	yes	yes	1	1	287.5
family	Babeliaceae	4	yes	yes	1	1	138.0
family	Bacillaceae	32	yes	yes	1	1	375.8
family	Bacillaceae_A	32	yes	yes	1	1	383.8
family	Bacillaceae_B	4	yes	yes	1	1	377.8
family	Bacillaceae_C	11	yes	yes	1	1	370.5
family	Bacillaceae_D	15	yes	yes	1	1	377.6
family	Bacillaceae_G	13	no	yes	1	1	380.3
family	Bacillaceae_H	10	yes	yes	1	1	382.3
family	Bacillaceae_J	2	yes	yes	1	1	372.5
family	Bacillaceae_K	2	yes	yes	1	1	357.5
family	Bacillaceae_L	2	yes	yes	1	1	382.0
family	Bacteriovoracaceae	16	no	yes	1	1	297.7
family	Bacteroidaceae	136	yes	yes	1	1	310.2
family	Balneolaceae	6	yes	yes	1	1	338.0
family	Barnesiellaceae	2	yes	yes	1	1	314.5
family	Bdellovibrionaceae	13	yes	yes	1	1	315.1
family	Beckwithbacteraceae	10	no	yes	1	1	164.5
family	Beggiatoaceae	4	no	yes	1	1	344.8
family	Beijerinckiaceae	40	yes	yes	1	1	361.7
family	Berkiellaceae	2	yes	yes	1	1	334.0
family	Bernardetiaceae	3	yes	yes	1	1	329.3
family	Beutenbergiaceae	3	yes	yes	1	1	341.3
family	Bifidobacteriaceae	43	yes	yes	1	1	272.7
family	Bipolaricaulaceae	7	yes	yes	1	1	241.7
family	Blackburnbacteraceae	4	no	yes	1	1	132.5
family	Blattabacteriaceae	9	yes	yes	1	1	212.7
family	Borreliaceae	43	yes	yes	1	1	178.9
family	Brachyspiraceae	4	yes	yes	1	1	308.5
family	Brennerbacteraceae	4	yes	yes	1	1	121.0
family	Brevibacillaceae	26	yes	yes	1	1	377.2
family	Brevibacteriaceae	7	yes	yes	1	1	326.0
family	Brocadiaceae	8	no	yes	1	1	292.6
family	Brochotrichaceae	2	yes	yes	1	1	335.5
family	BuS5	2	no	yes	1	1	324.0
family	Burkholderiaceae	197	no	yes	1	1	354.0
family	Butyricicoccaceae	5	yes	yes	1	1	306.0
family	CAG-138	4	yes	yes	1	1	266.8
family	CAG-239	6	yes	yes	1	1	234.3
family	CAG-272	7	no	yes	1	1	267.6
family	CAG-288	2	yes	yes	1	1	213.5
family	CAG-307	2	yes	yes	1	1	262.5
family	CAG-313	2	yes	yes	1	1	245.0
family	CAG-382	2	yes	yes	1	1	287.5
family	CAG-508	4	yes	yes	1	1	210.5
family	CAG-698	5	yes	yes	1	1	219.2
family	CAG-74	2	yes	yes	1	1	270.0
family	CAG-917	4	yes	yes	1	1	234.5
family	CG1-02-41-26	2	yes	yes	1	1	132.0
family	COMBO-62-14	2	yes	yes	1	1	307.0
family	CPR2	7	yes	yes	1	1	168.4
family	Caldalkalibacillaceae	2	yes	yes	1	1	370.5
family	Caldanaerobiaceae	2	yes	yes	1	1	330.0
family	Caldibacillaceae	3	yes	yes	1	1	361.0
family	Caldicellulosiruptoraceae	10	yes	yes	1	1	328.8
family	Caldicoprobacteraceae	4	yes	yes	1	1	304.0
family	Caldisericaceae	2	yes	yes	1	1	240.0
family	Calescibacteriaceae	3	no	yes	1	1	271.7
family	Caloramatoraceae	6	yes	yes	1	1	319.2
family	Caloranaerobacteraceae	2	yes	yes	1	1	301.0
family	Caminicellaceae	2	yes	yes	1	1	334.5
family	Campylobacteraceae	21	yes	yes	1	1	302.8
family	Carboxydothermaceae	2	yes	yes	1	1	334.0
family	Cardiobacteriaceae	5	yes	yes	1	1	315.8
family	Carnobacteriaceae	22	yes	yes	1	1	302.7
family	Catalimonadaceae	2	yes	yes	1	1	344.5
family	Catenulisporaceae	2	yes	yes	1	1	354.5
family	Caulobacteraceae	23	yes	yes	1	1	345.6
family	Cellulomonadaceae	26	yes	yes	1	1	338.9
family	Cellulosilyticaceae	7	no	yes	1	1	315.1
family	Cellvibrionaceae	26	yes	yes	1	1	351.2
family	Chisholmbacteraceae	3	yes	yes	1	1	161.7
family	Chitinibacteraceae	10	no	yes	1	1	366.3
family	Chitinispirillaceae	2	yes	yes	1	1	291.0
family	Chitinophagaceae	50	no	yes	1	0.999	348.3
family	Chlamydiaceae	77	yes	yes	1	1	218.7
family	Chlorobiaceae	12	yes	yes	1	1	333.8
family	Chloroflexaceae	6	yes	yes	1	1	347.8
family	Christensenellaceae	2	yes	yes	1	1	338.5
family	Chromatiaceae	14	no	yes	1	1	356.1
family	Chromobacteriaceae	11	yes	yes	1	1	369.5
family	Chroococcidiopsidaceae	5	yes	yes	1	1	357.8
family	Chrysiogenaceae	2	yes	yes	1	1	349.0
family	Chthonomonadaceae	4	yes	yes	1	1	341.5
family	Cloacimonadaceae	2	yes	yes	1	1	266.5
family	Clostridiaceae	61	yes	yes	1	1	336.7
family	Coleofasciculaceae	5	yes	yes	1	1	361.6
family	Collierbacteraceae	22	no	yes	1	0.999	141.8
family	Colwellbacteraceae	5	no	yes	1	1	130.4
family	Competibacteraceae	2	yes	yes	1	1	359.5
family	Coprobacteraceae	2	yes	yes	1	1	325.0
family	Coprothermobacteraceae	2	no	yes	1	1	268.5
family	Coriobacteriaceae	11	yes	yes	1	1	301.0
family	Corynebacteriaceae	270	yes	yes	1	1	332.6
family	Coxiellaceae	13	no	yes	1	1	276.0
family	Crocinitomicaceae	8	no	yes	1	1	322.6
family	Cryomorphaceae	5	yes	yes	1	1	291.6
family	Cyanobacteriaceae	14	no	no	0.643	0.995	345.3
family	Cyanobiaceae	77	no	yes	1	0.999	301.0
family	Cyclobacteriaceae	43	yes	yes	1	1	345.6
family	Cytophagaceae	3	yes	yes	1	1	348.3
family	D2472	11	no	yes	1	1	262.1
family	DTU010	2	yes	yes	1	1	274.0
family	DTU023	2	yes	yes	1	1	253.0
family	DTU049	3	yes	yes	1	1	266.3
family	DTU072	2	yes	yes	1	1	253.5
family	DTU086	2	yes	yes	1	1	298.0
family	DTU089	24	yes	yes	1	1	297.7
family	Dehalococcoidaceae	31	yes	yes	1	1	261.1
family	Deinococcaceae	21	yes	yes	1	1	355.6
family	Demequinaceae	2	yes	yes	1	1	337.5
family	Denitrovibrionaceae	3	yes	yes	1	1	350.7
family	Dermabacteraceae	8	yes	yes	1	1	322.8
family	Dermatophilaceae	44	yes	yes	1	1	341.8
family	Desertifilaceae	2	yes	yes	1	1	360.0
family	Desulfarculaceae	3	yes	yes	1	1	349.7
family	Desulfatibacillaceae	2	yes	yes	1	1	350.5
family	Desulfatirhabdiaceae	2	yes	yes	1	1	350.0
family	Desulfitibacteraceae	2	yes	yes	1	1	361.5
family	Desulfitobacteriaceae	16	yes	yes	1	1	367.5
family	Desulfobacteraceae	12	no	yes	1	1	345.8
family	Desulfobulbaceae	4	yes	yes	1	1	362.5
family	Desulfocapsaceae	8	yes	yes	1	1	349.0
family	Desulfohalobiaceae	2	yes	yes	1	1	345.0
family	Desulfomicrobiaceae	2	yes	yes	1	1	360.5
family	Desulfonatronaceae	3	yes	yes	1	1	352.7
family	Desulfonatronospiraceae	3	yes	yes	1	1	341.7
family	Desulfonauticaceae	3	yes	yes	1	1	321.0
family	Desulforudaceae	2	yes	yes	1	1	311.5
family	Desulfosarcinaceae	2	yes	yes	1	1	364.0
family	Desulfotomaculaceae	4	yes	yes	1	1	353.5
family	Desulfotomaculaceae_A	3	yes	yes	1	1	355.3
family	Desulfovibrionaceae	45	yes	yes	1	1	345.4
family	Desulfovirgulaceae	2	yes	yes	1	1	335.0
family	Desulfurivibrionaceae	5	yes	yes	1	1	327.4
family	Desulfurobacteriaceae	4	yes	yes	1	1	305.3
family	Desulfurococcaceae	9	yes	yes	1	1	125.7
family	Desulfuromonadaceae	2	yes	yes	1	1	335.5
family	Dethiobacteraceae	2	yes	yes	1	1	321.0
family	Dethiosulfatibacteraceae	2	yes	yes	1	1	331.5
family	Dethiosulfovibrionaceae	4	yes	yes	1	1	304.0
family	Devosiaceae	14	yes	yes	1	1	351.4
family	Dialisteraceae	8	yes	yes	1	1	288.9
family	Dictyoglomaceae	2	yes	yes	1	1	304.5
family	Diplorickettsiaceae	4	yes	yes	1	1	266.3
family	Domibacillaceae	8	yes	yes	1	1	373.9
family	Dysgonomonadaceae	17	no	yes	1	1	326.5
family	Ectothiorhodospiraceae	6	yes	yes	1	1	350.0
family	Eggerthellaceae	20	yes	yes	1	1	302.2
family	Elsteraceae	2	no	no	0.5	0.998	362.5
family	Endozoicomonadaceae	4	yes	yes	1	1	370.5
family	Enterobacteriaceae	194	no	yes	1	1	334.7
family	Enterococcaceae	31	yes	yes	1	1	319.0
family	Erysipelatoclostridiaceae	19	yes	yes	1	1	317.8
family	Erysipelotrichaceae	41	yes	yes	1	1	303.2
family	Ethanoligenenaceae	2	yes	yes	1	1	323.0
family	Eubacteriaceae	6	yes	yes	1	1	338.7
family	Exiguobacteraceae	9	yes	yes	1	1	354.9
family	Ezakiellaceae	3	yes	yes	1	1	261.3
family	F082	3	yes	yes	1	1	211.7
family	Ferrovaceae	2	yes	yes	1	1	335.5
family	Fervidobacteriaceae	5	yes	yes	1	1	294.2
family	Fibrobacteraceae	22	yes	yes	1	1	309.0
family	Fictibacillaceae	3	yes	yes	1	1	376.0
family	Filifactoraceae	6	yes	yes	1	1	308.2
family	Fimbriimonadaceae	2	yes	yes	1	1	343.5
family	Flammeovirgaceae	3	yes	yes	1	1	360.3
family	Flavobacteriaceae	214	no	yes	1	1	329.0
family	Fodinicurvataceae	3	yes	yes	1	1	355.3
family	Francisellaceae	55	yes	yes	1	1	310.9
family	Frankiaceae	8	yes	yes	1	1	340.1
family	Fusibacteraceae	2	yes	yes	1	1	357.0
family	Fusobacteriaceae	21	yes	yes	1	1	316.1
family	GBS-1	2	yes	yes	1	1	289.5
family	GWA1-39-11	2	no	yes	1	1	138.0
family	GWA2-36-10	3	yes	yes	1	1	162.7
family	GWA2-37-8	6	no	yes	1	1	164.2
family	GWA2-38-11	6	no	yes	1	1	306.2
family	GWA2-41-24	8	no	yes	1	0.998	152.8
family	GWA2-42-14	11	yes	yes	1	1	164.9
family	GWA2-42-15	5	yes	yes	1	1	131.2
family	GWA2-43-13	4	yes	yes	1	1	158.8
family	GWA2-43-14	7	no	no	0.857	1	185.6
family	GWA2-44-9	33	no	yes	1	0.999	134.3
family	GWA2-46-9	6	yes	yes	1	1	163.5
family	GWA2-47-10b	3	no	yes	1	0.999	148.3
family	GWA2-47-26	7	no	yes	1	1	160.9
family	GWA2-58-10	2	yes	yes	1	1	293.5
family	GWB1-40-14	6	no	yes	1	1	157.2
family	GWB1-42-6	4	no	yes	1	1	130.5
family	GWC2-33-13	3	yes	yes	1	1	199.0
family	GWC2-36-17	8	no	yes	1	1	147.0
family	GWC2-37-13	31	no	yes	1	0.999	167.1
family	GWC2-37-73	13	no	yes	1	1	144.3
family	GWC2-42-12	2	no	yes	1	1	166.5
family	GWC2-55-46	6	no	yes	1	1	320.8
family	GWF1-51-8	2	yes	yes	1	1	296.0
family	GWF2-33-10	2	yes	yes	1	1	221.0
family	GWF2-33-38	4	yes	yes	1	1	284.8
family	GWF2-38-335	2	yes	yes	1	1	311.0
family	GWF2-40-263	16	no	yes	1	1	163.8
family	GWF2-45-14	2	yes	yes	1	1	326.0
family	Ga0074140	8	yes	yes	1	1	209.5
family	Gallionellaceae	5	no	yes	1	0.999	332.4
family	Gastranaerophilaceae	16	yes	yes	1	1	272.0
family	Geitlerinemaceae	4	yes	yes	1	1	352.3
family	Gemellaceae	3	yes	yes	1	1	280.7
family	Gemmataceae	2	yes	yes	1	1	346.5
family	Gemmatimonadaceae	3	yes	yes	1	1	358.3
family	Geoalkalibacteraceae	2	yes	yes	1	1	365.0
family	Geoarchaeaceae	7	yes	yes	1	1	137.7
family	Geobacteraceae	7	yes	yes	1	1	363.6
family	Geodermatophilaceae	10	yes	yes	1	1	345.2
family	Geopsychrobacteraceae	4	yes	yes	1	1	367.3
family	Giovannonibacteraceae	27	no	yes	1	1	143.7
family	Giovannonibacteraceae_A	16	yes	yes	1	1	135.9
family	Gloeobacteraceae	2	yes	yes	1	1	349.5
family	Gottschalkiaceae	2	yes	yes	1	1	331.0
family	H02-43-30	2	yes	yes	1	1	162.0
family	HDB-SIOI813	5	yes	yes	1	1	266.2
family	HO2-37-13b	13	no	yes	1	0.999	153.0
family	HO2-48-17	4	yes	yes	1	1	172.0
family	HO2-52-23	5	no	yes	1	1	143.2
family	Hahellaceae	18	yes	yes	1	1	368.1
family	Halanaerobiaceae	7	yes	yes	1	1	331.1
family	Halieaceae	10	yes	yes	1	1	351.2
family	Haloadaptaceae	2	yes	yes	1	1	237.5
family	Haloarculaceae	15	no	yes	1	1	226.8
family	Halobacillaceae	15	yes	yes	1	1	371.1
family	Halobacteriaceae	6	yes	yes	1	1	213.3
family	Halobacteroidaceae	3	yes	yes	1	1	344.0
family	Halococcaceae	8	no	no	0.875	0.998	226.3
family	Haloferacaceae	70	no	no	0.737	0.997	225.5
family	Halomonadaceae	39	no	no	0.975	1	364.0
family	Halorhodospiraceae	2	yes	yes	1	1	355.0
family	Halothiobacillaceae	2	yes	yes	1	1	348.5
family	Harrisonbacteraceae	7	no	yes	1	1	133.3
family	Helcococcaceae	21	yes	yes	1	1	273.4
family	Helicobacteraceae	32	yes	yes	1	1	290.0
family	Herpetosiphonaceae	3	yes	yes	1	1	355.3
family	Hippeaceae	4	yes	yes	1	1	322.8
family	Holophagaceae	2	yes	yes	1	1	349.0
family	Holosporaceae	2	yes	yes	1	1	184.0
family	Hydrogenedensaceae	3	yes	yes	1	1	257.0
family	Hydrogenophilaceae	3	yes	yes	1	1	358.3
family	Hydrogenothermaceae	5	yes	yes	1	1	310.4
family	Hymenobacteraceae	20	yes	yes	1	1	347.2
family	Hyphomicrobiaceae	6	yes	yes	1	1	345.5
family	Hyphomonadaceae	13	yes	yes	1	1	350.9
family	Ignavibacteriaceae	10	no	yes	1	1	322.8
family	Ignicoccaceae	2	yes	yes	1	1	155.0
family	Ilumatobacteraceae	6	no	yes	1	1	298.5
family	Isosphaeraceae	4	yes	yes	1	1	350.8
family	Izimaplasmataceae	2	yes	yes	1	1	269.5
family	Jatrophihabitantaceae	2	yes	yes	1	1	345.0
family	JdFR-21	2	yes	yes	1	1	164.5
family	JdFR-72	2	yes	yes	1	1	273.0
family	JdFR-88	2	yes	yes	1	1	307.5
family	Jeotgalibacillaceae	3	yes	yes	1	1	377.0
family	Jiangellaceae	3	yes	yes	1	1	348.0
family	Jorgensenbacteraceae	6	no	yes	1	1	126.0
family	Kaiserbacteraceae	42	no	yes	1	0.997	147.1
family	Kaistiaceae	3	yes	yes	1	1	360.7
family	Kangiellaceae	2	yes	yes	1	1	333.0
family	Kapabacteriaceae	2	yes	yes	1	1	307.5
family	Kazan-3B-28	5	yes	yes	1	1	124.0
family	Kiloniellaceae	3	yes	yes	1	1	361.7
family	Kordiimonadaceae	2	yes	yes	1	1	357.0
family	Koribacteraceae	2	no	yes	1	0.999	325.0
family	Kosmotogaceae	4	yes	yes	1	1	281.5
family	Kribbellaceae	2	yes	yes	1	1	359.0
family	Kryptoniaceae	21	yes	yes	1	1	276.8
family	Ktedonobacteraceae	4	no	yes	1	0.999	285.3
family	LS-SOB	7	no	yes	1	1	298.7
family	Lachnospiraceae	233	no	yes	1	1	329.2
family	Lactobacillaceae	345	no	yes	1	1	278.5
family	Legionellaceae	81	yes	yes	1	1	337.2
family	Lentimicrobiaceae	2	yes	yes	1	1	311.5
family	Leptococcaceae	2	yes	yes	1	1	335.5
family	Leptolyngbyaceae	6	yes	yes	1	1	357.8
family	Leptonemataceae	2	yes	yes	1	1	347.0
family	Leptospiraceae	24	yes	yes	1	1	338.8
family	Leptospirillaceae	9	yes	yes	1	1	317.3
family	Leptotrichiaceae	15	yes	yes	1	1	278.7
family	Limnotrichaceae	2	yes	yes	1	1	346.0
family	Liptonbacteraceae	3	yes	yes	1	1	124.0
family	Listeriaceae	21	yes	yes	1	1	350.6
family	Lloydbacteraceae	6	no	yes	1	0.999	172.2
family	Lutisporaceae	3	yes	yes	1	1	329.7
family	MGIIB	10	no	yes	1	1	141.9
family	Magnetospirillaceae	4	yes	yes	1	1	359.0
family	Maricaulaceae	8	yes	yes	1	1	342.3
family	Marinifilaceae	15	yes	yes	1	1	325.8
family	Marinilabiliaceae	10	yes	yes	1	1	348.0
family	Marinisomataceae	2	yes	yes	1	1	200.0
family	Marinithermaceae	2	yes	yes	1	1	339.5
family	Marinococcaceae	15	yes	yes	1	1	367.4
family	Marinomonadaceae	7	yes	yes	1	1	362.1
family	Mariprofundaceae	5	no	yes	1	1	336.6
family	MedAcidi-G1	2	yes	yes	1	1	269.0
family	Megasphaeraceae	8	yes	yes	1	1	321.3
family	Melioribacteraceae	11	yes	yes	1	1	337.0
family	Methanobacteriaceae	28	yes	yes	1	1	185.3
family	Methanocaldococcaceae	8	yes	yes	1	1	166.8
family	Methanocellaceae	3	yes	yes	1	1	199.7
family	Methanococcaceae	11	yes	yes	1	1	175.5
family	Methanocorpusculaceae	4	no	yes	1	1	181.0
family	Methanocullaceae	12	no	yes	1	1	195.6
family	Methanofastidiosaceae	8	yes	yes	1	1	172.6
family	Methanofollaceae	2	yes	yes	1	1	204.0
family	Methanomassiliicoccaceae	4	yes	yes	1	1	206.0
family	Methanomethyliaceae	4	yes	yes	1	1	157.8
family	Methanomethylophilaceae	8	yes	yes	1	1	181.8
family	Methanomicrobiaceae	5	no	yes	1	1	196.8
family	Methanoperedenaceae	2	yes	yes	1	1	219.0
family	Methanoregulaceae	4	yes	yes	1	1	203.0
family	Methanosarcinaceae	71	yes	yes	1	1	219.5
family	Methanothermobacteraceae	4	yes	yes	1	1	179.8
family	Methanotrichaceae	6	no	yes	1	1	193.7
family	Methermicoccaceae	4	yes	yes	1	1	164.3
family	Methylacidiphilaceae	5	yes	yes	1	1	325.0
family	Methylococcaceae	4	yes	yes	1	1	358.5
family	Methyloligellaceae	2	yes	yes	1	1	340.0
family	Methylomonadaceae	16	no	yes	1	1	360.2
family	Methylophagaceae	7	yes	yes	1	1	348.6
family	Methylophilaceae	16	yes	yes	1	1	331.3
family	Methylopilaceae	2	yes	yes	1	1	360.0
family	Methylothermaceae	2	yes	yes	1	1	353.5
family	Microbacteriaceae	89	yes	yes	1	1	327.3
family	Micrococcaceae	54	yes	yes	1	1	330.7
family	Microcystaceae	46	yes	yes	1	1	346.2
family	Micromonosporaceae	26	yes	yes	1	1	354.7
family	Microscillaceae	3	yes	yes	1	1	349.0
family	Microtrichaceae	2	yes	yes	1	1	325.0
family	Midichloriaceae	3	yes	yes	1	1	237.7
family	Moduliflexaceae	2	yes	yes	1	1	346.5
family	Moorellaceae	2	yes	yes	1	1	343.5
family	Moraxellaceae	109	yes	yes	1	1	333.5
family	Muribaculaceae	8	yes	yes	1	1	300.4
family	Mycoplasmataceae	17	yes	yes	1	1	176.0
family	Myxococcaceae	8	yes	yes	1	1	373.8
family	NAC60-12	13	no	yes	1	0.999	312.6
family	Nakamurellaceae	2	yes	yes	1	1	353.0
family	Nannocystaceae	3	yes	yes	1	1	350.3
family	Nanopelagicaceae	16	no	yes	1	0.999	258.8
family	Nap2-2B	3	yes	yes	1	1	259.0
family	Natronincolaceae	6	yes	yes	1	1	348.3
family	Nautiliaceae	3	yes	yes	1	1	309.3
family	Nealsonbacteraceae	3	no	yes	1	1	134.7
family	Neisseriaceae	26	yes	yes	1	1	329.4
family	Neosynechococcaceae	2	no	no	0.5	0.999	356.0
family	Nevskiaceae	7	yes	yes	1	1	358.9
family	Nitrincolaceae	21	yes	yes	1	1	357.8
family	Nitrococcaceae	4	no	yes	1	1	349.3
family	Nitrosococcaceae	3	yes	yes	1	1	357.7
family	Nitrosomonadaceae	26	no	yes	1	1	350.9
family	Nitrosopumilaceae	38	no	yes	1	1	162.9
family	Nitrososphaeraceae	6	no	yes	1	1	179.3
family	Nitrospinaceae	2	no	yes	1	0.999	308.5
family	Nitrospiraceae	3	no	yes	1	1	344.0
family	Nocardioidaceae	29	yes	yes	1	1	340.4
family	Nomurabacteraceae	53	no	yes	1	0.998	143.9
family	Nostocaceae	51	no	yes	1	1	353.2
family	Novibacillaceae	2	yes	yes	1	1	362.0
family	O2-02-FULL-48-8	14	yes	yes	1	1	150.1
family	O2-12-FULL-45-9	7	yes	yes	1	1	280.1
family	OLB20	2	yes	yes	1	1	170.0
family	Obscuribacteraceae	2	yes	yes	1	1	339.5
family	Opitutaceae	7	yes	yes	1	1	345.3
family	Oscillatoriaceae	3	yes	yes	1	1	361.3
family	Oscillospiraceae	21	no	yes	1	1	306.8
family	Pacebacteraceae	9	no	yes	1	1	153.4
