G000020965	RS_GCF_000020965.1
G000020985	RS_GCF_000020985.1
G000021025	RS_GCF_000021025.1
G000021045	RS_GCF_000021045.1
G000021285	RS_GCF_000021285.1
G000021325	RS_GCF_000021325.1
G000021385	RS_GCF_000021385.1
G000021485	RS_GCF_000021485.1
G000021545	RS_GCF_000021545.1
G000021565	RS_GCF_000021565.1
G000021645	RS_GCF_000021645.1
G000021685	RS_GCF_000021685.1
G000021705	RS_GCF_000021705.1
G000021725	RS_GCF_000021725.1
G000021745	RS_GCF_000021745.1
G000021805	RS_GCF_000021805.1
G000021825	RS_GCF_000021825.1
G000021865	RS_GCF_000021865.1
G000021885	RS_GCF_000021885.1
G000021905	RS_GCF_000021905.1
G000021925	RS_GCF_000021925.1
G000021945	RS_GCF_000021945.1
G000021965	RS_GCF_000021965.1
G000021985	RS_GCF_000021985.1
G000022005	RS_GCF_000022005.1
G000022025	RS_GCF_000022025.1
G000022045	RS_GCF_000022045.1
G000022065	RS_GCF_000022065.1
G000022085	RS_GCF_000022085.1
G000022125	RS_GCF_000022125.1
G000022145	RS_GCF_000022145.1
G000022185	RS_GCF_000022185.1
G000022205	RS_GCF_000022205.1
G000022265	RS_GCF_000022265.1
G000022305	RS_GCF_000022305.1
G000022325	RS_GCF_000022325.1
G000022365	RS_GCF_000022365.1
G000022385	RS_GCF_000022385.1
G000022405	RS_GCF_000022405.1
G000022425	RS_GCF_000022425.1
G000022445	GB_GCA_000022445.1
G000022465	RS_GCF_000022465.1
G000022485	RS_GCF_000022485.1
G000022525	RS_GCF_000022525.1
G000022545	RS_GCF_000022545.1
G000022565	RS_GCF_000022565.1
G000022605	RS_GCF_000022605.2
G000022725	RS_GCF_000022725.1
G000022885	RS_GCF_000022885.2
G000022905	RS_GCF_000022905.1
G000022965	RS_GCF_000022965.1
G000023025	RS_GCF_000023025.1
G000023065	RS_GCF_000023065.1
G000023105	RS_GCF_000023105.1
G000023125	RS_GCF_000023125.1
G000023145	RS_GCF_000023145.1
G000023205	RS_GCF_000023205.1
G000023225	RS_GCF_000023225.1
G000023245	RS_GCF_000023245.1
G000023265	RS_GCF_000023265.1
G000023285	RS_GCF_000023285.1
G000023325	RS_GCF_000023325.1
G000023405	RS_GCF_000023405.1
G000023445	RS_GCF_000023445.1
G000023465	RS_GCF_000023465.1
G000023585	RS_GCF_000023585.1
G000023605	RS_GCF_000023605.1
G000023705	RS_GCF_000023705.1
G000023725	RS_GCF_000023725.1
G000023745	RS_GCF_000023745.1
G000023765	RS_GCF_000023765.2
G000023785	RS_GCF_000023785.1
G000023825	RS_GCF_000023825.1
G000023845	RS_GCF_000023845.1
G000023865	RS_GCF_000023865.1
G000023885	RS_GCF_000023885.1
G000023905	RS_GCF_000023905.1
G000023925	RS_GCF_000023925.1
G000023945	RS_GCF_000023945.1
G000023965	RS_GCF_000023965.1
G000023985	RS_GCF_000023985.1
G000024005	RS_GCF_000024005.1
G000024025	RS_GCF_000024025.1
G000024065	RS_GCF_000024065.1
G000024085	RS_GCF_000024085.1
G000024105	RS_GCF_000024105.1
G000024125	RS_GCF_000024125.1
G000024145	RS_GCF_000024145.1
G000024165	RS_GCF_000024165.1
G000024185	RS_GCF_000024185.1
G000024205	RS_GCF_000024205.1
G000024225	RS_GCF_000024225.1
G000024265	RS_GCF_000024265.1
G000024285	RS_GCF_000024285.1
G000024305	RS_GCF_000024305.1
G000024325	RS_GCF_000024325.1
G000024345	RS_GCF_000024345.1
G000024365	RS_GCF_000024365.1
G000024385	RS_GCF_000024385.1
G000024405	RS_GCF_000024405.1
G000024465	RS_GCF_000024465.1
G000024505	RS_GCF_000024505.1
G000024525	GB_GCA_000024525.1
G000024545	RS_GCF_000024545.1
G000024565	RS_GCF_000024565.1
G000024605	RS_GCF_000024605.1
G000024625	RS_GCF_000024625.1
G000024665	RS_GCF_000024665.1
G000024725	RS_GCF_000024725.1
G000024745	RS_GCF_000024745.1
G000024765	RS_GCF_000024765.1
G000024785	RS_GCF_000024785.1
G000024805	RS_GCF_000024805.1
G000024845	RS_GCF_000024845.1
G000024865	RS_GCF_000024865.1
G000024885	RS_GCF_000024885.1
G000024905	RS_GCF_000024905.1
G000024925	RS_GCF_000024925.1
G000024945	RS_GCF_000024945.1
G000024965	RS_GCF_000024965.1
G000024985	RS_GCF_000024985.1
G000025005	RS_GCF_000025005.1
G000025025	RS_GCF_000025025.1
G000025085	RS_GCF_000025085.1
G000025105	RS_GCF_000025105.1
G000025125	RS_GCF_000025125.1
G000025185	RS_GCF_000025185.1
G000025205	RS_GCF_000025205.1
G000025225	RS_GCF_000025225.2
G000025265	RS_GCF_000025265.1
G000025285	RS_GCF_000025285.1
G000025305	RS_GCF_000025305.1
G000025325	RS_GCF_000025325.1
G000025345	RS_GCF_000025345.1
G000025405	RS_GCF_000025405.2
G000025485	RS_GCF_000025485.1
G000025505	RS_GCF_000025505.1
G000025525	RS_GCF_000025525.1
G000025565	RS_GCF_000025565.1
G000025585	RS_GCF_000025585.1
G000025605	RS_GCF_000025605.1
G000025625	RS_GCF_000025625.1
G000025645	RS_GCF_000025645.1
G000025665	RS_GCF_000025665.1
G000025685	RS_GCF_000025685.1
G000025705	RS_GCF_000025705.1
G000025725	RS_GCF_000025725.1
G000025865	RS_GCF_000025865.1
G000025885	RS_GCF_000025885.1
G000025905	RS_GCF_000025905.1
G000025925	RS_GCF_000025925.1
G000025945	RS_GCF_000025945.1
G000025965	RS_GCF_000025965.1
G000026005	RS_GCF_000026005.1
G000026045	RS_GCF_000026045.1
G000026065	RS_GCF_000026065.1
G000026105	RS_GCF_000026105.1
G000026125	RS_GCF_000026125.1
G000026205	RS_GCF_000026205.1
G000026325	RS_GCF_000026325.1
G000026345	RS_GCF_000026345.1
G000026405	RS_GCF_000026405.1
G000026745	RS_GCF_000026745.1
G000027145	RS_GCF_000027145.1
G000027165	RS_GCF_000027165.1
G000027225	RS_GCF_000027225.1
G000027305	RS_GCF_000027305.1
G000043285	RS_GCF_000043285.1
G000046705	RS_GCF_000046705.1
G000055785	RS_GCF_000055785.1
G000055945	RS_GCF_000055945.1
G000056065	RS_GCF_000056065.1
G000058485	RS_GCF_000058485.1
G000060345	RS_GCF_000060345.1
G000062885	RS_GCF_000062885.1
G000063445	RS_GCF_000063445.1
G000063505	RS_GCF_000063505.1
G000063525	RS_GCF_000063525.1
G000063545	RS_GCF_000063545.1
G000063585	RS_GCF_000063585.1
G000064305	RS_GCF_000064305.2
G000067165	RS_GCF_000067165.1
G000067205	RS_GCF_000067205.1
G000068585	RS_GCF_000068585.1
G000069025	RS_GCF_000069025.1
G000069185	RS_GCF_000069185.1
G000069225	RS_GCF_000069225.1
G000069785	RS_GCF_000069785.1
G000069925	RS_GCF_000069925.1
G000069945	RS_GCF_000069945.1
G000069965	RS_GCF_000069965.1
G000072485	RS_GCF_000072485.1
G000073005	RS_GCF_000073005.1
G000090965	RS_GCF_000090965.1
G000091085	GB_GCA_000091085.2
G000091125	RS_GCF_000091125.1
G000091165	GB_GCA_000091165.1
G000091305	RS_GCF_000091305.1
G000091325	RS_GCF_000091325.1
G000091465	RS_GCF_000091465.1
G000091545	RS_GCF_000091545.1
G000091565	RS_GCF_000091565.1
G000091665	RS_GCF_000091665.1
G000091765	RS_GCF_000091765.1
G000091785	RS_GCF_000091785.1
G000091985	RS_GCF_000091985.1
G000092025	RS_GCF_000092025.1
G000092045	RS_GCF_000092045.1
G000092105	RS_GCF_000092105.1
G000092125	RS_GCF_000092125.1
G000092185	RS_GCF_000092185.1
G000092205	RS_GCF_000092205.1
G000092225	RS_GCF_000092225.1
G000092245	RS_GCF_000092245.1
G000092265	RS_GCF_000092265.1
G000092305	RS_GCF_000092305.1
G000092365	RS_GCF_000092365.1
G000092385	RS_GCF_000092385.1
G000092405	RS_GCF_000092405.1
G000092425	RS_GCF_000092425.1
G000092465	RS_GCF_000092465.1
G000092505	RS_GCF_000092505.1
G000092565	RS_GCF_000092565.1
G000092645	RS_GCF_000092645.1
G000092785	RS_GCF_000092785.1
G000092825	RS_GCF_000092825.1
G000092845	RS_GCF_000092845.1
G000092865	RS_GCF_000092865.1
G000092905	RS_GCF_000092905.1
G000092925	RS_GCF_000092925.1
G000092985	RS_GCF_000092985.1
G000093025	RS_GCF_000093025.1
G000093065	RS_GCF_000093065.1
G000093085	RS_GCF_000093085.1
G000093165	RS_GCF_000093165.1
G000143085	RS_GCF_000143085.1
G000143145	RS_GCF_000143145.1
G000143165	RS_GCF_000143165.1
G000143625	RS_GCF_000143625.1
G000143705	RS_GCF_000143705.1
G000143765	RS_GCF_000143765.1
G000143825	RS_GCF_000143825.1
G000143845	RS_GCF_000143845.1
G000143965	RS_GCF_000143965.1
G000143985	RS_GCF_000143985.1
G000144405	RS_GCF_000144405.1
G000144605	RS_GCF_000144605.1
G000144625	RS_GCF_000144625.1
G000144645	RS_GCF_000144645.1
G000144675	RS_GCF_000144675.1
G000144695	RS_GCF_000144695.1
G000144735	RS_GCF_000144735.1
G000144915	RS_GCF_000144915.1
G000144935	RS_GCF_000144935.1
G000145035	RS_GCF_000145035.1
G000145215	RS_GCF_000145215.1
G000145235	RS_GCF_000145235.1
G000145255	RS_GCF_000145255.1
G000145275	RS_GCF_000145275.1
G000145295	RS_GCF_000145295.1
G000145515	RS_GCF_000145515.1
G000145555	RS_GCF_000145555.1
G000145615	RS_GCF_000145615.1
G000145985	GB_GCA_000145985.1
G000146065	RS_GCF_000146065.2
G000146165	RS_GCF_000146165.2
G000146185	RS_GCF_000146185.1
G000146285	RS_GCF_000146285.1
G000146345	RS_GCF_000146345.1
G000146505	RS_GCF_000146505.1
G000146675	RS_GCF_000146675.1
G000146855	RS_GCF_000146855.1
G000146895	RS_GCF_000146895.1
G000147055	RS_GCF_000147055.1
G000147075	RS_GCF_000147075.1
G000147335	RS_GCF_000147335.1
G000147355	RS_GCF_000147355.1
G000147675	RS_GCF_000147675.1
G000147695	RS_GCF_000147695.2
G000147715	RS_GCF_000147715.2
G000147815	RS_GCF_000147815.2
G000147835	RS_GCF_000147835.2
G000147875	RS_GCF_000147875.1
G000148385	RS_GCF_000148385.1
G000148485	RS_GCF_000148485.1
G000148645	RS_GCF_000148645.1
G000148725	RS_GCF_000148725.1
G000148995	RS_GCF_000148995.1
G000151105	RS_GCF_000151105.2
G000151205	RS_GCF_000151205.2
G000152065	RS_GCF_000152065.2
G000152145	RS_GCF_000152145.1
G000152245	RS_GCF_000152245.2
G000152265	RS_GCF_000152265.2
G000152625	RS_GCF_000152625.1
G000152705	RS_GCF_000152705.1
G000152725	RS_GCF_000152725.1
G000152745	RS_GCF_000152745.1
G000152805	RS_GCF_000152805.1
G000152825	RS_GCF_000152825.2
G000152845	RS_GCF_000152845.1
G000152865	RS_GCF_000152865.1
G000152885	RS_GCF_000152885.1
G000152985	RS_GCF_000152985.1
G000153025	RS_GCF_000153025.1
G000153045	RS_GCF_000153045.1
G000153065	RS_GCF_000153065.1
G000153105	RS_GCF_000153105.1
G000153125	RS_GCF_000153125.2
G000153145	RS_GCF_000153145.1
G000153165	RS_GCF_000153165.2
G000153185	RS_GCF_000153185.1
G000153205	RS_GCF_000153205.1
G000153225	RS_GCF_000153225.1
G000153245	RS_GCF_000153245.1
G000153285	RS_GCF_000153285.1
G000153305	RS_GCF_000153305.1
G000153345	RS_GCF_000153345.1
G000153385	RS_GCF_000153385.1
G000153405	RS_GCF_000153405.2
G000153445	RS_GCF_000153445.1
G000153465	RS_GCF_000153465.1
G000153485	RS_GCF_000153485.2
G000153565	RS_GCF_000153565.1
G000153605	RS_GCF_000153605.1
G000153705	RS_GCF_000153705.1
G000153725	RS_GCF_000153725.1
G000153745	RS_GCF_000153745.1
G000153765	RS_GCF_000153765.1
G000153805	RS_GCF_000153805.1
G000153825	RS_GCF_000153825.1
G000153845	RS_GCF_000153845.1
G000153885	RS_GCF_000153885.1
G000153905	RS_GCF_000153905.1
G000153925	RS_GCF_000153925.1
G000154065	RS_GCF_000154065.1
G000154145	RS_GCF_000154145.1
G000154205	RS_GCF_000154205.1
G000154225	RS_GCF_000154225.1
G000154245	RS_GCF_000154245.1
G000154285	RS_GCF_000154285.1
G000154305	RS_GCF_000154305.1
G000154345	RS_GCF_000154345.1
G000154425	RS_GCF_000154425.1
G000154445	RS_GCF_000154445.1
G000154465	RS_GCF_000154465.1
G000154485	RS_GCF_000154485.1
G000154505	RS_GCF_000154505.1
G000154525	RS_GCF_000154525.1
G000154565	RS_GCF_000154565.1
G000154705	RS_GCF_000154705.2
G000154725	RS_GCF_000154725.1
G000154785	RS_GCF_000154785.2
G000154805	RS_GCF_000154805.1
G000154825	RS_GCF_000154825.1
G000154845	RS_GCF_000154845.1
G000155205	RS_GCF_000155205.1
G000155435	RS_GCF_000155435.1
G000155495	RS_GCF_000155495.1
G000155515	RS_GCF_000155515.2
G000155555	RS_GCF_000155555.1
G000155595	RS_GCF_000155595.1
G000155635	RS_GCF_000155635.1
G000155695	RS_GCF_000155695.1
G000155715	RS_GCF_000155715.1
G000155735	RS_GCF_000155735.2
G000155775	RS_GCF_000155775.1
G000155855	RS_GCF_000155855.1
G000155875	RS_GCF_000155875.1
G000155895	RS_GCF_000155895.1
G000155915	RS_GCF_000155915.2
G000155955	RS_GCF_000155955.1
G000156015	RS_GCF_000156015.1
G000156035	RS_GCF_000156035.2
G000156055	RS_GCF_000156055.1
G000156115	RS_GCF_000156115.1
G000156175	RS_GCF_000156175.1
G000156215	RS_GCF_000156215.1
G000156275	RS_GCF_000156275.2
G000156295	RS_GCF_000156295.1
G000156335	RS_GCF_000156335.1
G000156355	RS_GCF_000156355.1
G000156435	RS_GCF_000156435.1
G000156515	RS_GCF_000156515.1
